case,method,dataset_id,n,protocol_valid_all,matched_poses_mean,matched_poses_std,matched_poses_min,matched_poses_max,coverage_mean,coverage_std,coverage_min,coverage_max,ate_se3_rmse_m_mean,ate_se3_rmse_m_std,ate_se3_rmse_m_min,ate_se3_rmse_m_max,ate_sim3_rmse_m_mean,ate_sim3_rmse_m_std,ate_sim3_rmse_m_min,ate_sim3_rmse_m_max,sim3_scale_mean,sim3_scale_std,sim3_scale_min,sim3_scale_max,rpet_rmse_m_mean,rpet_rmse_m_std,rpet_rmse_m_min,rpet_rmse_m_max,rper_rmse_deg_mean,rper_rmse_deg_std,rper_rmse_deg_min,rper_rmse_deg_max,estimated_poses_mean,estimated_poses_std,estimated_poses_min,estimated_poses_max,final_keyframes_mean,final_keyframes_std,final_keyframes_min,final_keyframes_max,final_mappoints_mean,final_mappoints_std,final_mappoints_min,final_mappoints_max,estimated_accum_path_m_mean,estimated_accum_path_m_std,estimated_accum_path_m_min,estimated_accum_path_m_max,ckf_direct_vetoed_candidates_mean,ckf_direct_vetoed_candidates_std,ckf_direct_vetoed_candidates_min,ckf_direct_vetoed_candidates_max,ckf_accepted_depth_candidates_mean,ckf_accepted_depth_candidates_std,ckf_accepted_depth_candidates_min,ckf_accepted_depth_candidates_max,ckf_boundary_skipped_new_candidates_mean,ckf_boundary_skipped_new_candidates_std,ckf_boundary_skipped_new_candidates_min,ckf_boundary_skipped_new_candidates_max,ckf_matched_skipped_nonboundary_new_candidates_mean,ckf_matched_skipped_nonboundary_new_candidates_std,ckf_matched_skipped_nonboundary_new_candidates_min,ckf_matched_skipped_nonboundary_new_candidates_max,ckf_matched_exact_skipped_new_candidates_mean,ckf_matched_exact_skipped_new_candidates_std,ckf_matched_exact_skipped_new_candidates_min,ckf_matched_exact_skipped_new_candidates_max,ckf_matched_fallback_skipped_new_candidates_mean,ckf_matched_fallback_skipped_new_candidates_std,ckf_matched_fallback_skipped_new_candidates_min,ckf_matched_fallback_skipped_new_candidates_max,lm_skipped_instance_pairs_mean,lm_skipped_instance_pairs_std,lm_skipped_instance_pairs_min,lm_skipped_instance_pairs_max,lm_skipped_boundary_pairs_mean,lm_skipped_boundary_pairs_std,lm_skipped_boundary_pairs_min,lm_skipped_boundary_pairs_max,lm_matched_skipped_nonboundary_pairs_mean,lm_matched_skipped_nonboundary_pairs_std,lm_matched_skipped_nonboundary_pairs_min,lm_matched_skipped_nonboundary_pairs_max,lm_matched_exact_skipped_pairs_mean,lm_matched_exact_skipped_pairs_std,lm_matched_exact_skipped_pairs_min,lm_matched_exact_skipped_pairs_max,lm_matched_fallback_skipped_pairs_mean,lm_matched_fallback_skipped_pairs_std,lm_matched_fallback_skipped_pairs_min,lm_matched_fallback_skipped_pairs_max,camera_sha16_unique
wrpy_matched_nonboundary_r5,matched_nonboundary_r5,external_wrpy_rawrgb_rawdepth_mask,3,1,906.0,0.0,906.0,906.0,0.2958850424559112,0.0,0.2958850424559112,0.2958850424559112,0.39007105322880176,0.0,0.39007105322880176,0.39007105322880176,0.14552889978014286,0.0,0.14552889978014286,0.14552889978014286,0.23324720978854435,0.0,0.23324720978854435,0.23324720978854435,0.026268727659170134,0.0,0.026268727659170134,0.026268727659170134,0.6067420671694258,0.0,0.6067420671694258,0.6067420671694258,909.0,0.0,909.0,909.0,412.0,0.0,412.0,412.0,6803.0,0.0,6803.0,6803.0,16.088917,0.0,16.088917,16.088917,104839.0,0.0,104839.0,104839.0,276086.0,0.0,276086.0,276086.0,0.0,0.0,0.0,0.0,7063.0,0.0,7063.0,7063.0,3088.0,0.0,3088.0,3088.0,3975.0,0.0,3975.0,3975.0,4310.0,0.0,4310.0,4310.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,107.0,28.0,0.0,28.0,28.0,79.0,0.0,79.0,79.0,29e3e5f8589b2b77
