segment,start,end,frames,risk_frames,risk_rate,support_low_frames,motion_pressure_frames,keyframe_pressure_frames,boundary_pressure_frames,created_keyframes,path_delta_m,mean_frame_step_m,max_frame_step_m,mean_step_ratio_proxy,max_step_ratio_proxy,mean_static_inlier_count,min_static_inlier_count,mean_static_inlier_grid_coverage,min_static_inlier_grid_coverage,mean_boundary_inlier_frac,max_boundary_inlier_frac,first_risk_frame,last_risk_frame
early,0,149,150,6,0.04,71,17,147,6,86,2.402819,0.016018826666666666,0.056103,1.3201499133333334,3.990856,326.31333333333333,137.0,0.055909306666666665,0.02474,0.08892323333333334,0.333333,6,48
over_motion,150,299,150,0,0.0,89,29,150,0,121,3.069557,0.020545706666666667,0.08085,1.3058590266666668,7.15708,233.52666666666667,60.0,0.0441862,0.013997,0.019974333333333334,0.098765,-1,-1
middle,300,549,250,0,0.0,63,30,197,0,83,3.3847390000000006,0.013643024,0.069231,1.201270276,8.137056,351.024,138.0,0.063269512,0.026042,0.004252384,0.0625,-1,-1
late_jump,550,599,50,0,0.0,33,14,50,0,24,0.8762170000000005,0.01791912,0.062375,1.79764838,8.687713,347.56,107.0,0.04615234,0.015951,0.02491528,0.072727,-1,-1
late_recovery,600,799,200,0,0.0,46,29,197,0,132,2.8230520000000006,0.01414487,0.08043,1.17767837,5.614915,317.53,111.0,0.058247085,0.024414,0.02713635,0.147059,-1,-1
tail,800,905,106,0,0.0,34,10,106,0,61,1.9707150000000002,0.01864656603773585,0.061558,1.089672,3.263036,289.8207547169811,160.0,0.056477877358490566,0.033529,0.020204349056603774,0.195767,-1,-1
