match_index,frame_id,timestamp,se3_error_m,sim3_error_m,global_sim3_scale,est_step_m,gt_step_m,est_gt_step_ratio,is_keyframe_created,tracked_map_points,tracked_static_map_points,inlier_map_matches_after_pose,local_map_matches_before_pose,v14_static_inlier_count,v14_static_inlier_grid_coverage,v14_boundary_inlier_frac,v14_step_ratio_proxy,v14_recent_keyframe_rate,v14_recent_keyframes_per_m,v14_support_low,v14_motion_pressure,v14_keyframe_pressure,v14_boundary_pressure,v14_pose_chain_risk,segment
228,231,1341846655.578131914,0.072430443,0.010625651,0.424366525,0.019873878,0.005247857,3.787046700,0,264,264,264,479,263,0.050456000,0.011364000,0.773812000,0.900000000,32.465328000,0,0,1,0,0,150-299
229,232,1341846655.610085011,0.086680998,0.017147180,0.424366525,0.015376996,0.003162278,4.862633200,0,220,220,220,431,219,0.045573000,0.009091000,0.630415000,0.866667000,31.546505000,1,0,1,0,0,150-299
230,233,1341846655.642348051,0.075796421,0.015868630,0.424366525,0.016444718,0.002974895,5.527831619,0,222,222,222,428,220,0.041341000,0.013514000,0.674190000,0.833333000,30.149848000,1,0,1,0,0,150-299
231,234,1341846655.678109884,0.072529720,0.010764106,0.424366525,0.019477910,0.005093133,3.824347591,1,287,287,185,395,282,0.050781000,0.017422000,0.495277000,0.800000000,29.126081000,0,0,1,0,0,150-299
232,235,1341846655.710073948,0.069676248,0.015880447,0.424366525,0.020623582,0.003203123,6.438584822,1,289,289,219,418,282,0.046224000,0.051903000,0.574095000,0.800000000,28.867556000,1,0,1,0,0,150-299
233,236,1341846655.748049974,0.120691973,0.043783765,0.424366525,0.062430166,0.004079216,15.304453524,1,344,344,226,439,344,0.054688000,0.000000000,1.120912000,0.800000000,29.034190000,0,0,1,0,0,150-299
234,237,1341846655.778075933,0.099252913,0.033664210,0.424366525,0.027969702,0.003138471,8.911887993,1,338,338,260,486,338,0.057943000,0.005917000,1.147005000,0.800000000,30.925333000,0,0,1,0,0,150-299
235,238,1341846655.810221910,0.086102930,0.028882738,0.424366525,0.016644187,0.003507136,4.745806672,1,315,315,214,445,314,0.056315000,0.044444000,1.135567000,0.800000000,31.437971000,0,0,1,0,0,150-299
236,239,1341846655.846256971,0.062476439,0.023747432,0.424366525,0.033535518,0.004150904,8.079088855,1,301,301,210,471,301,0.049479000,0.066445000,1.564024000,0.800000000,31.823396000,1,0,1,0,0,150-299
237,240,1341846655.910355091,0.025044700,0.005074504,0.424366525,0.052775917,0.006345077,8.317616721,1,225,225,154,448,225,0.040039000,0.084444000,2.303440000,0.800000000,30.606663000,1,1,1,0,0,150-299
238,241,1341846655.946239948,0.032206207,0.010949196,0.424366525,0.030382950,0.003819686,7.954305915,1,230,230,168,491,229,0.041341000,0.039130000,1.089574000,0.800000000,29.162004000,1,0,1,0,0,150-299
239,242,1341846655.978411913,0.061206873,0.027242197,0.424366525,0.073169640,0.002956349,24.749999790,1,319,319,218,434,319,0.055664000,0.009404000,2.937862000,0.800000000,28.813782000,0,1,1,0,0,150-299
240,243,1341846656.014188051,0.074417668,0.032794539,0.424366525,0.015011076,0.003361547,4.465525862,1,295,295,248,475,295,0.052734000,0.003390000,0.656581000,0.800000000,27.428216000,0,0,1,0,0,150-299
241,244,1341846656.046211004,0.075872421,0.033297658,0.424366525,0.007909872,0.004429447,1.785747065,1,317,317,279,490,317,0.058268000,0.006309000,0.228361000,0.800000000,27.404201000,0,0,1,0,0,150-299
242,245,1341846656.078165054,0.087500746,0.038952988,0.424366525,0.013653326,0.003634556,3.756531616,1,309,309,273,467,309,0.055990000,0.003236000,0.288176000,0.800000000,28.358900000,0,0,1,0,0,150-299
243,246,1341846656.114219904,0.095090014,0.042559050,0.424366525,0.009180280,0.003192178,2.875867117,0,288,288,288,428,288,0.053711000,0.017361000,0.361754000,0.800000000,28.357108000,0,0,1,0,0,150-299
244,247,1341846656.146157980,0.091952216,0.042856469,0.424366525,0.008628428,0.004627094,1.864761616,1,321,321,244,416,320,0.053711000,0.006231000,0.580836000,0.800000000,28.318381000,0,0,1,0,0,150-299
245,248,1341846656.178153992,0.088575857,0.041343536,0.424366525,0.007787261,0.002334524,3.335696009,1,307,307,263,423,306,0.049479000,0.006515000,0.302627000,0.833333000,30.028819000,1,0,1,0,0,150-299
246,249,1341846656.214132071,0.082669747,0.039884998,0.424366525,0.006397667,0.003461214,1.848388289,1,328,328,282,439,328,0.055990000,0.003049000,0.266845000,0.833333000,31.558729000,0,0,1,0,0,150-299
247,250,1341846656.246093035,0.072221293,0.035930862,0.424366525,0.012475376,0.002509980,4.970308675,1,314,314,284,438,313,0.047852000,0.003185000,0.564304000,0.833333000,33.344690000,1,0,1,0,0,150-299
248,251,1341846656.282181025,0.079930983,0.040087299,0.424366525,0.008565248,0.003067572,2.792191100,0,286,286,286,420,286,0.050781000,0.000000000,0.669448000,0.833333000,34.133322000,0,0,1,0,0,150-299
249,252,1341846656.314258099,0.089987718,0.044439528,0.424366525,0.013429217,0.002690725,4.990929244,0,251,251,251,392,250,0.043620000,0.003984000,0.706547000,0.800000000,32.579240000,1,0,1,0,0,150-299
250,253,1341846656.346093893,0.094495835,0.046487673,0.424366525,0.014937026,0.002487971,6.003697843,0,229,229,229,379,229,0.041992000,0.000000000,0.729259000,0.766667000,32.600953000,1,0,1,0,0,150-299
251,254,1341846656.382221937,0.087071833,0.044857203,0.424366525,0.010284794,0.002063977,4.982998808,1,275,275,213,367,275,0.047852000,0.000000000,0.589255000,0.733333000,31.179120000,1,0,1,0,0,150-299
252,255,1341846656.414252996,0.124162260,0.060687265,0.424366525,0.039525870,0.001624808,24.326491648,1,232,232,176,341,231,0.036133000,0.004310000,2.958022000,0.733333000,31.505455000,1,1,1,0,0,150-299
253,256,1341846656.446177006,0.102768799,0.051289639,0.424366525,0.043330402,0.001964688,22.054593722,1,255,255,189,352,255,0.044596000,0.007843000,2.515855000,0.733333000,30.933803000,1,1,1,0,0,150-299
254,257,1341846656.482259989,0.101294324,0.052667899,0.424366525,0.008114764,0.001421267,5.709527864,1,261,261,209,380,261,0.043945000,0.000000000,0.645371000,0.766667000,32.565114000,1,0,1,0,0,150-299
255,258,1341846656.519460917,0.085671913,0.045037548,0.424366525,0.024452743,0.002172556,11.255287432,0,224,224,224,342,224,0.037435000,0.004464000,0.985577000,0.766667000,33.625701000,1,0,1,0,0,150-299
256,259,1341846656.550283909,0.098286953,0.049454176,0.424366525,0.022457944,0.001459452,15.387929838,0,196,196,196,338,195,0.035807000,0.015306000,1.423882000,0.733333000,32.683904000,1,0,1,0,0,150-299
257,260,1341846656.582247019,0.087848391,0.045277968,0.424366525,0.012147365,0.001691153,7.182887260,0,202,202,202,339,202,0.038086000,0.000000000,0.547024000,0.700000000,31.268185000,1,0,1,0,0,150-299
258,261,1341846656.614195108,0.078555134,0.043082015,0.424366525,0.009669280,0.001723369,5.610685181,1,231,231,192,345,231,0.040365000,0.004329000,1.503018000,0.666667000,30.514957000,1,0,1,0,0,150-299
259,262,1341846656.649995089,0.076528140,0.043116584,0.424366525,0.005725614,0.002177154,2.629861571,1,230,230,202,328,229,0.040690000,0.004348000,0.964364000,0.700000000,31.874766000,1,0,1,0,0,150-299
260,263,1341846656.682075977,0.090847713,0.049614734,0.424366525,0.015254696,0.001414214,10.786699219,1,256,256,207,339,256,0.041992000,0.000000000,1.406965000,0.733333000,33.412437000,1,0,1,0,0,150-299
261,264,1341846656.714215994,0.086757713,0.046483820,0.424366525,0.012371045,0.001004988,12.309649442,1,250,250,206,342,249,0.042969000,0.016000000,0.631759000,0.766667000,34.660385000,1,0,1,0,0,150-299
262,265,1341846656.749974012,0.076237475,0.041277026,0.424366525,0.014241916,0.001157584,12.303141984,0,223,223,223,335,223,0.041667000,0.000000000,0.631205000,0.766667000,34.785501000,1,0,1,0,0,150-299
263,266,1341846656.782653093,0.064366611,0.040902916,0.424366525,0.016709342,0.000616441,27.106132411,1,248,248,203,318,248,0.042643000,0.004032000,0.769206000,0.733333000,33.491797000,1,0,1,0,0,150-299
264,267,1341846656.824388027,0.085255288,0.046517138,0.424366525,0.021406725,0.000692820,30.897946150,1,257,257,212,339,257,0.043294000,0.007782000,1.099917000,0.733333000,34.303222000,1,0,1,0,0,150-299
265,268,1341846656.856225967,0.077012093,0.044089314,0.424366525,0.014060923,0.001232883,11.404914707,1,236,236,209,342,235,0.042969000,0.021186000,1.646141000,0.733333000,34.976774000,1,0,1,0,0,150-299
266,269,1341846656.892050028,0.060987964,0.041657237,0.424366525,0.019256480,0.001288410,14.945927054,1,261,261,229,357,261,0.043945000,0.007663000,1.297677000,0.733333000,35.218143000,1,0,1,0,0,150-299
267,270,1341846656.924098969,0.068481655,0.043166563,0.424366525,0.008666141,0.000911043,9.512325700,0,200,200,200,325,198,0.036458000,0.020000000,1.225996000,0.733333000,36.365709000,1,0,1,0,0,150-299
268,271,1341846656.956111908,0.055157089,0.039798228,0.424366525,0.022137589,0.001562050,14.172138927,1,242,242,155,315,241,0.040365000,0.008264000,0.689463000,0.700000000,37.299253000,1,0,1,0,0,150-299
269,272,1341846656.992121935,0.058591538,0.043527824,0.424366525,0.009933578,0.001288410,7.709951527,1,267,267,210,346,266,0.042643000,0.003745000,0.726463000,0.700000000,38.648888000,1,0,1,0,0,150-299
270,273,1341846657.024107933,0.065163124,0.045666755,0.424366525,0.006742302,0.000927362,7.270411176,1,277,277,235,376,275,0.048503000,0.007220000,0.103229000,0.700000000,44.477702000,1,0,1,0,0,150-299
271,274,1341846657.056121111,0.038661757,0.036917907,0.424366525,0.028969425,0.001486607,19.486944125,1,251,251,178,354,250,0.043294000,0.003984000,3.174843000,0.700000000,46.112140000,1,1,1,0,0,150-299
272,275,1341846657.092005968,0.025919911,0.039882024,0.424366525,0.034814796,0.001772005,19.647125986,1,267,267,143,318,267,0.048177000,0.003745000,2.396412000,0.700000000,42.945532000,1,1,1,0,0,150-299
273,276,1341846657.124027014,0.027990474,0.039641014,0.424366525,0.011919486,0.001933908,6.163419680,1,322,322,196,385,322,0.054688000,0.009317000,0.914444000,0.700000000,41.002371000,0,0,1,0,0,150-299
274,277,1341846657.155972958,0.027965248,0.041744621,0.424366525,0.024153107,0.002061553,11.715977918,1,354,354,169,374,350,0.059570000,0.014124000,1.900301000,0.733333000,42.757983000,0,0,1,0,0,150-299
275,278,1341846657.192094088,0.030145588,0.041729621,0.424366525,0.009128471,0.001941649,4.701401537,1,293,293,177,393,290,0.049154000,0.010239000,0.944896000,0.733333000,41.981097000,1,0,1,0,0,150-299
276,279,1341846657.224195004,0.035432616,0.045299920,0.424366525,0.026849926,0.001752142,15.324062339,1,334,334,193,378,332,0.052734000,0.014970000,0.744959000,0.733333000,41.604596000,0,0,1,0,0,150-299
277,280,1341846657.292164087,0.036298946,0.044942121,0.424366525,0.008763276,0.005013980,1.747768192,1,329,329,187,369,325,0.057943000,0.033435000,0.274946000,0.733333000,41.340379000,0,0,1,0,0,150-299
278,281,1341846657.321288109,0.044612952,0.045169078,0.424366525,0.015333828,0.002570992,5.964167987,1,317,317,154,384,316,0.051107000,0.012618000,0.655698000,0.733333000,42.030587000,0,0,1,0,0,150-299
279,282,1341846657.354367018,0.040325511,0.045846565,0.424366525,0.007945651,0.002879236,2.759638537,1,349,349,188,409,343,0.061523000,0.020057000,0.552457000,0.766667000,44.281191000,0,0,1,0,0,150-299
280,283,1341846657.386193037,0.051247498,0.048432081,0.424366525,0.013565953,0.004305810,3.150615885,1,313,313,157,385,309,0.058919000,0.022364000,1.103522000,0.800000000,46.755198000,0,0,1,0,0,150-299
281,284,1341846657.418104887,0.039917603,0.046146219,0.424366525,0.015028711,0.003355592,4.478705833,1,332,332,167,407,328,0.064453000,0.018072000,1.018294000,0.833333000,48.604838000,0,0,1,0,0,150-299
282,285,1341846657.454277039,0.036351930,0.044499732,0.424366525,0.014633612,0.003144837,4.653217832,1,328,328,160,419,325,0.059570000,0.027439000,1.065113000,0.833333000,48.323476000,0,0,1,0,0,150-299
283,286,1341846657.486116886,0.050083602,0.040404034,0.424366525,0.027939634,0.004338202,6.440371199,1,281,281,155,459,276,0.056315000,0.035587000,1.750248000,0.833333000,51.966307000,0,0,1,0,0,150-299
284,287,1341846657.522092104,0.038542594,0.052188926,0.424366525,0.035217462,0.004001250,8.801615417,1,354,354,152,412,350,0.058268000,0.045198000,1.723081000,0.833333000,54.118075000,0,0,1,0,0,150-299
285,288,1341846657.554061890,0.042050913,0.049249906,0.424366525,0.018315007,0.003252691,5.630724235,1,358,358,197,469,353,0.064779000,0.047486000,0.975597000,0.833333000,52.661897000,0,0,1,0,0,150-299
286,289,1341846657.586077929,0.059566849,0.048825142,0.424366525,0.022403742,0.003095158,7.238320629,1,309,309,169,492,304,0.057943000,0.019417000,1.179842000,0.866667000,54.968170000,0,0,1,0,0,150-299
287,290,1341846657.622205019,0.029846061,0.042493343,0.424366525,0.038817639,0.004643275,8.359970351,1,344,344,178,473,339,0.063151000,0.020349000,2.047988000,0.900000000,57.788234000,0,1,1,0,0,150-299
288,291,1341846657.654160976,0.024682920,0.043294482,0.424366525,0.024982320,0.002753180,9.073987231,1,349,349,199,496,345,0.066081000,0.022923000,0.750509000,0.933333000,57.430146000,0,0,1,0,0,150-299
289,292,1341846657.686517000,0.055394659,0.035413623,0.424366525,0.037131737,0.004793746,7.745870953,1,284,284,151,495,277,0.055339000,0.042254000,1.689535000,0.933333000,58.940966000,0,0,1,0,0,150-299
290,293,1341846657.722060919,0.024144813,0.047010919,0.424366525,0.033530333,0.003482815,9.627365528,1,304,304,193,533,302,0.057943000,0.013158000,2.035893000,0.933333000,57.857051000,0,1,1,0,0,150-299
291,294,1341846657.754103899,0.034387430,0.054725361,0.424366525,0.016339533,0.003334666,4.899900473,1,296,296,205,502,296,0.055013000,0.000000000,2.330427000,0.933333000,57.009657000,0,1,1,0,0,150-299
292,295,1341846657.790066004,0.051659496,0.053106934,0.424366525,0.023208573,0.004588028,5.058507450,1,243,243,137,472,241,0.054036000,0.012346000,1.198552000,0.933333000,54.432623000,0,0,1,0,0,150-299
293,296,1341846657.822088957,0.024557425,0.051334909,0.424366525,0.032432767,0.003325658,9.752286321,1,322,322,172,508,320,0.061849000,0.009317000,2.528182000,0.966667000,55.549769000,0,1,1,0,0,150-299
294,297,1341846657.853971958,0.030780165,0.060855294,0.424366525,0.020106646,0.003207803,6.268042685,1,366,366,241,577,365,0.069987000,0.005464000,1.370661000,0.966667000,52.853232000,0,0,1,0,0,150-299
295,298,1341846657.889992952,0.070830110,0.057610154,0.424366525,0.048944268,0.004659399,10.504416267,1,317,317,197,571,316,0.062500000,0.003155000,1.774972000,0.966667000,52.233129000,0,0,1,0,0,150-299
296,299,1341846657.922045946,0.037132653,0.052740881,0.424366525,0.042843631,0.003656501,11.717111537,0,244,244,244,570,244,0.051107000,0.000000000,2.229401000,0.966667000,51.600515000,0,1,1,0,0,150-299
297,300,1341846657.954191923,0.041673256,0.072023982,0.424366525,0.041112906,0.002976575,13.812151045,0,255,255,255,576,255,0.053711000,0.000000000,1.529063000,0.933333000,48.151509000,0,0,1,0,0,300-549
298,301,1341846657.990140915,0.042189762,0.072100059,0.424366525,0.010382584,0.003923009,2.646586772,0,243,243,243,588,243,0.048177000,0.000000000,0.610336000,0.933333000,47.450338000,1,0,1,0,0,300-549
299,302,1341846658.022418976,0.037385915,0.074246726,0.424366525,0.029534563,0.002942788,10.036253137,0,230,230,230,599,230,0.049805000,0.000000000,1.736177000,0.900000000,45.710219000,1,0,1,0,0,300-549
300,303,1341846658.057996988,0.047138594,0.082245976,0.424366525,0.021013649,0.003649658,5.757704359,0,268,268,268,604,268,0.055664000,0.000000000,1.064423000,0.866667000,42.583220000,0,0,1,0,0,300-549
301,304,1341846658.090214968,0.039764331,0.079694329,0.424366525,0.011580879,0.001816590,6.375064220,0,270,270,270,594,270,0.056966000,0.000000000,0.536713000,0.833333000,39.666866000,0,0,1,0,0,300-549
302,305,1341846658.122354984,0.041374246,0.083124418,0.424366525,0.023567520,0.002789265,8.449365451,0,268,268,268,585,268,0.052734000,0.000000000,1.228880000,0.800000000,39.869403000,0,0,1,0,0,300-549
303,306,1341846658.158135891,0.041692730,0.083997354,0.424366525,0.002510728,0.003258834,0.770437422,0,270,270,270,607,270,0.053385000,0.000000000,0.130917000,0.766667000,38.683540000,0,0,1,0,0,300-549
304,307,1341846658.190098047,0.035804953,0.080219873,0.424366525,0.016782077,0.002249444,7.460543133,0,251,251,251,584,251,0.052409000,0.000000000,0.875067000,0.733333000,37.610653000,0,0,1,0,0,300-549
305,308,1341846658.226027012,0.039219336,0.083685704,0.424366525,0.033468850,0.003229551,10.363313365,0,250,250,250,579,250,0.052409000,0.000000000,1.961571000,0.700000000,36.426814000,0,0,1,0,0,300-549
306,309,1341846658.258132935,0.038454009,0.079919460,0.424366525,0.039687479,0.002501999,15.862306952,0,255,255,255,574,255,0.052409000,0.000000000,0.849284000,0.666667000,33.477015000,0,0,1,0,0,300-549
307,310,1341846658.290019989,0.045104706,0.086060376,0.424366525,0.030895351,0.002174856,14.205697611,0,253,253,253,584,253,0.053385000,0.000000000,0.176582000,0.633333000,31.466125000,0,0,1,0,0,300-549
308,311,1341846658.326239109,0.045662278,0.086231083,0.424366525,0.018568837,0.003325658,5.583507833,0,242,242,242,576,242,0.049479000,0.000000000,0.968233000,0.600000000,29.823007000,1,0,1,0,0,300-549
309,312,1341846658.358247995,0.068939228,0.093266299,0.424366525,0.036901860,0.002668333,13.829556849,1,325,325,217,579,325,0.064453000,0.000000000,1.572790000,0.566667000,27.713202000,0,0,1,0,0,300-549
310,313,1341846658.390214920,0.053614892,0.087825646,0.424366525,0.016224396,0.002747726,5.904662158,1,420,420,307,627,420,0.081380000,0.000000000,0.701583000,0.566667000,26.678372000,0,0,1,0,0,300-549
311,314,1341846658.426300049,0.040266122,0.082330532,0.424366525,0.018454966,0.002600000,7.098063681,1,424,424,333,673,424,0.081055000,0.000000000,0.998986000,0.566667000,26.637420000,0,0,1,0,0,300-549
312,315,1341846658.458168030,0.059217974,0.086782286,0.424366525,0.027883136,0.001711724,16.289502136,1,411,411,324,651,411,0.078776000,0.000000000,1.494757000,0.566667000,26.309246000,0,0,1,0,0,300-549
313,316,1341846658.494175911,0.063872757,0.090350757,0.424366525,0.023365605,0.001816590,12.862342295,0,269,269,269,604,269,0.055990000,0.000000000,1.570344000,0.566667000,25.600930000,0,0,1,0,0,300-549
314,317,1341846658.526213884,0.072142842,0.093832155,0.424366525,0.018540231,0.001766352,10.496339037,1,350,350,215,585,350,0.069661000,0.000000000,0.505438000,0.533333000,23.681257000,0,0,1,0,0,300-549
315,318,1341846658.558129072,0.071000742,0.092237654,0.424366525,0.006184549,0.001077033,5.742209620,1,358,358,174,564,358,0.069987000,0.000000000,0.738609000,0.533333000,24.122524000,0,0,1,0,0,300-549
316,319,1341846658.594206095,0.148504289,0.118737321,0.424366525,0.081346296,0.001220656,66.641482359,1,358,358,129,564,358,0.074870000,0.000000000,3.168710000,0.533333000,24.049247000,0,1,1,0,0,300-549
317,320,1341846658.626105070,0.065499986,0.089220970,0.424366525,0.096739186,0.002789265,34.682678524,1,438,438,236,659,438,0.078451000,0.000000000,2.924401000,0.533333000,22.288700000,0,1,1,0,0,300-549
318,321,1341846658.658180952,0.037177913,0.078651046,0.424366525,0.041288944,0.001220656,33.825221235,0,354,354,354,702,354,0.066081000,0.000000000,0.921776000,0.533333000,21.171462000,0,0,1,0,0,300-549
319,322,1341846658.694140911,0.109647222,0.105698510,0.424366525,0.091928979,0.001256981,73.134769062,1,455,455,193,610,455,0.085286000,0.000000000,2.063501000,0.500000000,19.583743000,0,1,1,0,0,300-549
320,323,1341846658.726152897,0.077906012,0.091059379,0.424366525,0.068230173,0.001019804,66.905189067,1,498,498,300,706,498,0.090169000,0.000000000,1.511056000,0.500000000,19.006216000,0,0,1,0,0,300-549
321,324,1341846658.762099981,0.065186687,0.084466755,0.424366525,0.018122699,0.001640122,11.049604633,1,523,523,372,779,523,0.092773000,0.000000000,1.157727000,0.500000000,18.868704000,0,0,1,0,0,300-549
322,325,1341846658.794184923,0.062130747,0.088926003,0.424366525,0.052275345,0.001486607,35.164202225,1,523,523,354,750,523,0.088867000,0.000000000,1.610928000,0.500000000,19.023951000,0,0,1,0,0,300-549
323,326,1341846658.826154947,0.062512844,0.087959096,0.424366525,0.026443184,0.001516575,17.436118937,0,352,352,352,701,352,0.059896000,0.000000000,1.091318000,0.500000000,18.565413000,0,0,1,0,0,300-549
324,327,1341846658.862196922,0.063260335,0.082267568,0.424366525,0.034494254,0.001407125,24.513999034,0,407,407,407,720,407,0.075195000,0.000000000,0.729446000,0.466667000,17.575371000,0,0,1,0,0,300-549
325,328,1341846658.894170046,0.052748014,0.084462167,0.424366525,0.060655104,0.001603122,37.835614059,1,554,554,312,706,554,0.093424000,0.000000000,1.792724000,0.433333000,16.403566000,0,0,1,0,0,300-549
326,329,1341846658.926148891,0.054214886,0.083874340,0.424366525,0.038763755,0.001067708,36.305582505,1,620,620,354,697,620,0.097656000,0.000000000,1.209331000,0.433333000,16.113905000,0,0,1,0,0,300-549
327,330,1341846658.962404013,0.059775117,0.081644516,0.424366525,0.021143651,0.000714143,29.607032815,1,631,631,443,779,631,0.097331000,0.000000000,0.937292000,0.466667000,17.526064000,0,0,1,0,0,300-549
328,331,1341846658.994216919,0.048508742,0.075757117,0.424366525,0.019235683,0.000509902,37.724278957,1,650,650,493,810,650,0.103190000,0.000000000,0.918409000,0.500000000,18.843418000,0,0,1,0,0,300-549
329,332,1341846659.030070066,0.045745561,0.073758130,0.424366525,0.007757399,0.001004988,7.718900033,0,456,456,456,746,456,0.078451000,0.000000000,0.674120000,0.533333000,19.823000000,0,0,1,0,0,300-549
330,333,1341846659.062006950,0.052293451,0.074153828,0.424366525,0.011419789,0.001951922,5.850534962,0,452,452,452,758,451,0.072266000,0.002212000,0.509921000,0.533333000,20.166782000,0,0,1,0,0,300-549
331,334,1341846659.094099998,0.046080680,0.077178263,0.424366525,0.018403248,0.001933908,9.516093207,0,454,454,454,722,454,0.080078000,0.011013000,0.821749000,0.533333000,20.413631000,0,0,1,0,0,300-549
332,335,1341846659.130367994,0.040794014,0.074566599,0.424366525,0.009452030,0.001813836,5.211072888,0,442,442,442,740,442,0.077799000,0.004525000,0.422056000,0.533333000,20.237477000,0,0,1,0,0,300-549
333,336,1341846659.162537098,0.054595457,0.073839120,0.424366525,0.020898286,0.000848528,24.628866291,0,395,395,395,712,395,0.068034000,0.005063000,1.149747000,0.533333000,20.605362000,0,0,1,0,0,300-549
334,337,1341846659.198695898,0.042695498,0.075801991,0.424366525,0.022267984,0.001878829,11.852052115,0,403,403,403,712,403,0.073568000,0.007444000,0.994319000,0.533333000,20.031726000,0,0,1,0,0,300-549
335,338,1341846659.231286049,0.033441101,0.073410546,0.424366525,0.014887484,0.001044031,14.259623948,0,390,390,390,708,390,0.069336000,0.002564000,0.654353000,0.533333000,19.895081000,0,0,1,0,0,300-549
336,339,1341846659.263549089,0.048209609,0.075384793,0.424366525,0.020637905,0.001170470,17.632152280,0,408,408,408,720,407,0.072591000,0.002451000,0.941864000,0.533333000,20.365626000,0,0,1,0,0,300-549
337,340,1341846659.298796892,0.046156459,0.076731699,0.424366525,0.006707137,0.001240967,5.404764653,0,423,423,423,680,423,0.079427000,0.004728000,0.510456000,0.533333000,20.253477000,0,0,1,0,0,300-549
338,341,1341846659.331073999,0.045313304,0.077807503,0.424366525,0.005630834,0.001424781,3.952070518,0,418,418,418,697,418,0.077799000,0.002392000,0.256978000,0.533333000,20.055496000,0,0,1,0,0,300-549
339,342,1341846659.362420082,0.043576888,0.075718961,0.424366525,0.007895231,0.001157584,6.820440672,0,400,400,400,699,400,0.071940000,0.002500000,0.360319000,0.533333000,20.386105000,0,0,1,0,0,300-549
340,343,1341846659.398303032,0.046167095,0.075733911,0.424366525,0.005309013,0.001319091,4.024752294,0,413,413,413,697,413,0.068359000,0.002421000,0.246659000,0.500000000,19.694962000,0,0,1,0,0,300-549
341,344,1341846659.430262089,0.044402696,0.077698949,0.424366525,0.008808630,0.000989949,8.898060172,0,406,406,406,681,406,0.070638000,0.000000000,0.409252000,0.466667000,18.622302000,0,0,1,0,0,300-549
342,345,1341846659.466583014,0.046919098,0.077964246,0.424366525,0.003169210,0.000948683,3.340640365,0,405,405,405,702,405,0.073242000,0.000000000,0.148934000,0.433333000,17.590392000,0,0,1,0,0,300-549
343,346,1341846659.498531103,0.051796113,0.076873168,0.424366525,0.011402989,0.000663325,17.190652723,0,384,384,384,701,384,0.070312000,0.000000000,0.546847000,0.400000000,16.912102000,0,0,1,0,0,300-549
344,347,1341846659.530267000,0.043989524,0.076594546,0.424366525,0.012316640,0.001637071,7.523585469,0,401,401,401,687,401,0.071289000,0.000000000,0.630957000,0.400000000,17.516590000,0,0,1,0,0,300-549
345,348,1341846659.566570997,0.038716583,0.075646096,0.424366525,0.012776450,0.000969536,13.177902400,0,405,405,405,689,405,0.072266000,0.000000000,0.654512000,0.366667000,16.038960000,0,0,1,0,0,300-549
346,349,1341846659.598121881,0.047591744,0.075103699,0.424366525,0.017833485,0.000331662,53.769980334,0,389,389,389,704,389,0.069336000,0.000000000,1.084222000,0.333333000,14.652679000,0,0,1,0,0,300-549
347,350,1341846659.630208969,0.050891799,0.077562261,0.424366525,0.008018996,0.000648074,12.373579045,0,402,402,402,704,402,0.075195000,0.000000000,0.410798000,0.300000000,14.186575000,0,0,1,0,0,300-549
348,351,1341846659.666409016,0.039648096,0.075763144,0.424366525,0.017512772,0.000969536,18.063045160,0,424,424,424,702,424,0.080078000,0.000000000,1.121255000,0.266667000,13.898871000,0,0,1,0,0,300-549
349,352,1341846659.698236942,0.055804711,0.076125244,0.424366525,0.024407709,0.000608276,40.126027199,0,403,403,403,712,403,0.076823000,0.000000000,1.337930000,0.266667000,13.913657000,0,0,1,0,0,300-549
350,353,1341846659.734169006,0.057678612,0.075998572,0.424366525,0.003247799,0.001655295,1.962066991,0,401,401,401,726,401,0.078776000,0.000000000,0.367654000,0.233333000,12.676053000,0,0,1,0,0,300-549
351,354,1341846659.766421080,0.039870905,0.074318263,0.424366525,0.021208783,0.001841195,11.519029564,0,420,420,420,710,420,0.078776000,0.000000000,1.252816000,0.200000000,11.441751000,0,0,1,0,0,300-549
352,355,1341846659.798086882,0.047005593,0.074445875,0.424366525,0.010594858,0.001220656,8.679645487,0,436,436,436,710,436,0.079102000,0.000000000,0.625846000,0.166667000,9.631222000,0,0,0,0,0,300-549
353,356,1341846659.834074974,0.062229737,0.073644917,0.424366525,0.021704301,0.001077033,20.151937996,0,409,409,409,712,409,0.075195000,0.000000000,1.415680000,0.133333000,8.114857000,0,0,0,0,0,300-549
354,357,1341846659.866481066,0.051331213,0.074495494,0.424366525,0.017763044,0.001516575,11.712604038,0,434,434,434,737,434,0.077799000,0.000000000,1.158608000,0.133333000,8.203879000,0,0,0,0,0,300-549
355,358,1341846659.898128033,0.052644083,0.070430419,0.424366525,0.015082831,0.000883176,17.077943508,0,426,426,426,722,426,0.073242000,0.000000000,0.743655000,0.133333000,8.209258000,0,0,0,0,0,300-549
356,359,1341846659.934286118,0.055164676,0.070910415,0.424366525,0.005053769,0.001004988,5.028687711,0,419,419,419,737,419,0.074544000,0.000000000,0.365368000,0.100000000,6.604795000,0,0,0,0,0,300-549
357,360,1341846659.966353893,0.060004084,0.072753793,0.424366525,0.009214999,0.001946792,4.733426865,0,403,403,403,717,403,0.075195000,0.000000000,0.734465000,0.066667000,4.658849000,0,0,0,0,0,300-549
