frame_index,rgb_timestamp,depth_timestamp,detections,filtered_detections,mask_ratio,mean_relevance,mean_foundation,mean_motion,mean_geometry_dynamic,mean_tube_motion,mean_track_confirmation,mean_dynamic_memory,scene_dynamic_context,temporal_window_length,temporal_prompt_records,temporal_prompt_frames,temporal_oldest_prompt_age,temporal_latest_prompt_age,temporal_propagation_span_frames,temporal_history_max_frames,runtime_ms,mode,rgb_path,depth_path
11,1341846313.890011,1341846313.890055,2,2,0.369111328125,0.8054051267290196,0.6012858224646356,0.11814629296960652,0.1796753941632242,0.15376393888695306,0.6097185317321362,0.41892520083733115,0.15296004136782526,0,0,0,0,0,0,0,60.57858467102051,propagate,rgb/1341846313.890011.png,depth/1341846313.890055.png
12,1341846313.922055,1341846313.922606,2,2,0.317998046875,0.8080537375264567,0.6146352039512635,0.13723571884323552,0.1906620879666045,0.18484081448887366,0.6170971723863956,0.4155335435605454,0.15693848170660904,0,0,0,0,0,0,0,2596.421003341675,refresh,rgb/1341846313.922055.png,depth/1341846313.922606.png
13,1341846313.957927,1341846313.957943,2,2,0.348544921875,0.8076237140238711,0.6038232225966369,0.1616692490384628,0.22541419172446964,0.21868628296266426,0.6221407905454263,0.4155157593997232,0.16758702014736226,0,0,0,0,0,0,0,66.92385673522949,propagate,rgb/1341846313.957927.png,depth/1341846313.957943.png
14,1341846313.990058,1341846313.990646,2,2,0.37765625,0.8079813566787117,0.6074181652415671,0.17276467234583742,0.2559339716128405,0.2519296284475002,0.6266067027116328,0.41873408765201936,0.17985203784740672,0,0,0,0,0,0,0,65.1099681854248,propagate,rgb/1341846313.990058.png,depth/1341846313.990646.png
15,1341846314.022042,1341846314.022058,2,2,0.3255794270833333,0.8078701884340442,0.6160867699848107,0.1727754357985597,0.2341894191521775,0.28839764282502306,0.6340779064764899,0.425412235818883,0.18627568540600561,0,0,0,0,0,0,0,2663.188695907593,refresh,rgb/1341846314.022042.png,depth/1341846314.022058.png
16,1341846314.057816,1341846314.05784,2,2,0.35769856770833336,0.807113494730962,0.608806740370232,0.16401770481103817,0.22956435079019422,0.3169210220751265,0.6368732239260185,0.4330172638195713,0.18859060841439573,0,0,0,0,0,0,0,67.10386276245117,propagate,rgb/1341846314.057816.png,depth/1341846314.057840.png
17,1341846314.089801,1341846314.089812,2,2,0.38639973958333335,0.807624528731175,0.6143852629309632,0.15818827753960313,0.20593750051385068,0.3477681277952285,0.6414715851891213,0.44210505779015474,0.18678684946684662,0,0,0,0,0,0,0,65.76132774353027,propagate,rgb/1341846314.089801.png,depth/1341846314.089812.png
18,1341846314.122037,1341846314.122046,2,2,0.336591796875,0.8081358025364684,0.6115910426906601,0.17595348737902033,0.2598216853621128,0.38270233374674667,0.6460569800018605,0.4523410331987842,0.1937983778986147,0,0,0,0,0,0,0,2628.7591457366943,refresh,rgb/1341846314.122037.png,depth/1341846314.122046.png
19,1341846314.157989,1341846314.158005,2,2,0.3645247395833333,0.809178016339561,0.6116952207943329,0.1733022793192471,0.27235467844712513,0.4064956061418072,0.6486649858911463,0.4623137113381065,0.19821319862235626,0,0,0,0,0,0,0,67.76165962219238,propagate,rgb/1341846314.157989.png,depth/1341846314.158005.png
20,1341846314.190094,1341846314.190124,2,2,0.38682942708333334,0.8103395184118509,0.6144311581739755,0.16587148832504933,0.2773296441727051,0.42695369406801603,0.6507959985822365,0.4718475685447032,0.1998737887359466,0,0,0,0,0,0,0,65.20962715148926,propagate,rgb/1341846314.190094.png,depth/1341846314.190124.png
21,1341846314.225969,1341846314.226054,2,2,0.33440755208333334,0.8047412884515914,0.5965982441179252,0.17111297025669198,0.2907466331693342,0.44788024781773494,0.6515184824630644,0.4802181837169539,0.20340624621703085,0,0,0,0,0,0,0,2649.0468978881836,refresh,rgb/1341846314.225969.png,depth/1341846314.226054.png
22,1341846314.257923,1341846314.257955,2,2,0.36429036458333336,0.8055096703830791,0.6011749845408698,0.22579968037846812,0.31768829232231677,0.47631872797070174,0.6518868686009515,0.4895504206953526,0.21614479047902224,0,0,0,0,0,0,0,66.39242172241211,propagate,rgb/1341846314.257923.png,depth/1341846314.257955.png
23,1341846314.290052,1341846314.290094,2,2,0.39020182291666666,0.8065550565309647,0.6058509223776252,0.2293433599218179,0.2963149032493863,0.4925905244910105,0.6526063625376217,0.49825075646452693,0.2231516842237059,0,0,0,0,0,0,0,69.42915916442871,propagate,rgb/1341846314.290052.png,depth/1341846314.290094.png
24,1341846314.325981,1341846314.326013,2,2,0.32537434895833334,0.7994006751529249,0.5929022977819743,0.27356834976138744,0.3329799718202609,0.5333351646236408,0.6610752131824058,0.5083987169984776,0.24132508056307578,0,0,0,0,0,0,0,2648.571252822876,refresh,rgb/1341846314.325981.png,depth/1341846314.326013.png
25,1341846314.357905,1341846314.357937,2,2,0.35391927083333335,0.8007864054060526,0.59604939760119,0.33347785852716644,0.36822791437027946,0.5708143006610477,0.665835103475904,0.5199354355583103,0.26311777737091296,0,0,0,0,0,0,0,64.17441368103027,propagate,rgb/1341846314.357905.png,depth/1341846314.357937.png
26,1341846314.389899,1341846314.389929,2,2,0.380888671875,0.8020848459773755,0.6010262197466867,0.3651619166079061,0.3910536109582013,0.6033095513406601,0.6704356182978042,0.5337954694937952,0.28454529611354396,0,0,0,0,0,0,0,65.23275375366211,propagate,rgb/1341846314.389899.png,depth/1341846314.389929.png
27,1341846314.427905,1341846314.427105,2,2,0.330751953125,0.8070869449263576,0.602763255077206,0.37260683988198584,0.39166451529619767,0.6227680525368979,0.6758668116893054,0.5460318755875668,0.30211257608369735,0,0,0,0,0,0,0,2634.190797805786,refresh,rgb/1341846314.427905.png,depth/1341846314.427105.png
28,1341846314.458114,1341846314.427105,2,2,0.357880859375,0.80827000642105,0.607750506740395,0.41085393046842755,0.431088176606562,0.6472031806928713,0.6816090680461029,0.5598793295364548,0.3237788437509488,0,0,0,0,0,0,0,65.3679370880127,propagate,rgb/1341846314.458114.png,depth/1341846314.427105.png
29,1341846314.493987,1341846314.493999,2,2,0.378994140625,0.8092798152562066,0.6112122720452313,0.4588111000326377,0.4748507362436023,0.6709089697452421,0.6876622280932857,0.5755649123003534,0.34976873581959766,0,0,0,0,0,0,0,68.06302070617676,propagate,rgb/1341846314.493987.png,depth/1341846314.493999.png
30,1341846314.526085,1341846314.526098,2,2,0.32175130208333336,0.8011589390396467,0.584393736276493,0.4831848912758816,0.5148157754284558,0.6868173637629535,0.6878809416072812,0.5890481270908592,0.37661651421282527,0,0,0,0,0,0,0,2661.7634296417236,refresh,rgb/1341846314.526085.png,depth/1341846314.526098.png
31,1341846314.558292,1341846314.558316,2,2,0.348857421875,0.8022671504684034,0.5885081793818856,0.4727254585255529,0.5022632184110652,0.6934203157742044,0.68576179555551,0.5992061395527722,0.39145286094635834,0,0,0,0,0,0,0,65.0782585144043,propagate,rgb/1341846314.558292.png,depth/1341846314.558316.png
32,1341846314.594085,1341846314.594096,2,2,0.3660481770833333,0.8032612733899842,0.5913449441949825,0.45780380938773657,0.49137313693904944,0.6992207049737802,0.6852707958437378,0.6061659394583971,0.39919014080721027,0,0,0,0,0,0,0,64.96596336364746,propagate,rgb/1341846314.594085.png,depth/1341846314.594096.png
33,1341846314.626096,1341846314.626112,2,2,0.3141048177083333,0.80185831688192,0.5834055897390171,0.3939261504930661,0.4316984087685113,0.6984384539616593,0.6818867604154863,0.6060304200225684,0.39101791175683076,0,0,0,0,0,0,0,244.94147300720215,refresh,rgb/1341846314.626096.png,depth/1341846314.626112.png
34,1341846314.658455,1341846314.658464,2,2,0.33861328125,0.8024295626266569,0.5869991156812133,0.39618691226325975,0.42561153995968626,0.7061130866178249,0.6818898128876654,0.6074427825255028,0.3838920506343224,0,0,0,0,0,0,0,66.55120849609375,propagate,rgb/1341846314.658455.png,depth/1341846314.658464.png
35,1341846314.694004,1341846314.694021,2,2,0.3582421875,0.8031284015685287,0.5913766319900648,0.4179901377122782,0.46036356802510187,0.7179818563028451,0.6835980050277228,0.6111660134060384,0.3855189890874544,0,0,0,0,0,0,0,65.54651260375977,propagate,rgb/1341846314.694004.png,depth/1341846314.694021.png
36,1341846314.72591,1341846314.725925,2,2,0.301904296875,0.8043217826001843,0.5876403368784738,0.3806342109063971,0.4201477299275443,0.7216362092688089,0.6846869563282255,0.611322529671145,0.37895326162095,0,0,0,0,0,0,0,2592.686414718628,refresh,rgb/1341846314.725910.png,depth/1341846314.725925.png
37,1341846314.761942,1341846314.761957,2,2,0.3227994791666667,0.8050182949674893,0.5914101824085776,0.3010298607906026,0.35599169416652016,0.7099163950880847,0.6802083309599773,0.60902788847445,0.35577847017077946,0,0,0,0,0,0,0,66.75243377685547,propagate,rgb/1341846314.761942.png,depth/1341846314.761957.png
38,1341846314.79403,1341846314.794045,2,2,0.34161783854166666,0.8057036009940626,0.5958853759266333,0.2864484047816898,0.33707050948318673,0.7099135991650243,0.6800706882323663,0.6075709179509,0.3355999541427334,0,0,0,0,0,0,0,65.55962562561035,propagate,rgb/1341846314.794030.png,depth/1341846314.794045.png
39,1341846314.826092,1341846314.826834,2,2,0.2882845052083333,0.8040234754444067,0.5908700546186889,0.29811296204973836,0.3369796948848951,0.7219266700085235,0.6829951209287226,0.6076146572753232,0.3243156114706681,0,0,0,0,0,0,0,2636.345624923706,refresh,rgb/1341846314.826092.png,depth/1341846314.826834.png
40,1341846314.862145,1341846314.862165,2,2,0.3050455729166667,0.8046347921553489,0.5933606202966095,0.2523569127603107,0.3271430335620753,0.7204518264956874,0.6802916515586477,0.6075938845861176,0.30788754848892624,0,0,0,0,0,0,0,64.84746932983398,propagate,rgb/1341846314.862145.png,depth/1341846314.862165.png
41,1341846314.894072,1341846314.894099,2,2,0.32132161458333336,0.8054245812708687,0.5970685352978643,0.22525808497469046,0.3273129781426147,0.7222204661851007,0.6789217332897823,0.6079340254312284,0.2919311118901393,0,0,0,0,0,0,0,64.19563293457031,propagate,rgb/1341846314.894072.png,depth/1341846314.894099.png
42,1341846314.925969,1341846314.92618,2,2,0.2753190104166667,0.8014377458244211,0.5870186820952998,0.22125023001903812,0.30405119368582295,0.7342951056365643,0.6800837243817661,0.60905849987992,0.27903091645460976,0,0,0,0,0,0,0,2546.602725982666,refresh,rgb/1341846314.925969.png,depth/1341846314.926180.png
43,1341846314.961937,1341846314.961953,2,2,0.296767578125,0.8025282966920932,0.5895368380933304,0.19597621283376515,0.26992882270478935,0.7368074703105902,0.6790197258378774,0.6102524647593756,0.26199758104007553,0,0,0,0,0,0,0,61.00583076477051,propagate,rgb/1341846314.961937.png,depth/1341846314.961953.png
44,1341846314.994564,1341846314.994623,2,2,0.31689778645833333,0.8031639727183901,0.5922696275967752,0.2429146099653164,0.3107759965555983,0.7514349431797913,0.6789225748825796,0.6128288077554107,0.2601684722896592,0,0,0,0,0,0,0,60.74357032775879,propagate,rgb/1341846314.994564.png,depth/1341846314.994623.png
45,1341846315.0299,1341846315.029915,2,2,0.2593131510416667,0.8095839024923133,0.6368585144750116,0.2683605740994155,0.315554917098347,0.7691462962156088,0.6911686130342309,0.6185654970429089,0.26717951719975624,0,0,0,0,0,0,0,2575.821876525879,refresh,rgb/1341846315.029900.png,depth/1341846315.029915.png
46,1341846315.061965,1341846315.061978,2,2,0.277041015625,0.805937328830487,0.5913402342544569,0.23168651073845425,0.32438636573687274,0.7701980802731478,0.6875569621406515,0.6208225296689568,0.2661896268377173,0,0,0,0,0,0,0,65.15312194824219,propagate,rgb/1341846315.061965.png,depth/1341846315.061978.png
47,1341846315.094388,1341846315.094437,2,2,0.29997395833333335,0.8065716641107175,0.5944752608931343,0.19956553425302725,0.28283979110033075,0.7675119568095117,0.6851051476378549,0.6222912064410597,0.25528950902354264,0,0,0,0,0,0,0,64.71705436706543,propagate,rgb/1341846315.094388.png,depth/1341846315.094437.png
48,1341846315.129851,1341846315.12987,2,2,0.24811848958333332,0.8059016734856844,0.6346999316196178,0.21767887069120276,0.21466292757719446,0.7784383483878434,0.6878370731693966,0.6262988292946603,0.24514753427791527,0,0,0,0,0,0,0,2624.7994899749756,refresh,rgb/1341846315.129851.png,depth/1341846315.129870.png
49,1341846315.161941,1341846315.161996,2,2,0.2670703125,0.8018368428784197,0.5786908765048879,0.26750626094991947,0.285817104457036,0.7922118121968268,0.6870662182275535,0.6282419044697825,0.250567959849046,0,0,0,0,0,0,0,67.45290756225586,propagate,rgb/1341846315.161941.png,depth/1341846315.161996.png
50,1341846315.197984,1341846315.198005,2,2,0.292724609375,0.8023769453263666,0.5809840900256308,0.22618020566624214,0.2678042128268282,0.7848529437933229,0.6837981972978107,0.6289374977327937,0.24645532935172082,0,0,0,0,0,0,0,67.51084327697754,propagate,rgb/1341846315.197984.png,depth/1341846315.198005.png
51,1341846315.230076,1341846315.230133,2,2,0.25865559895833334,0.8113365032710952,0.6346118111561523,0.24291819323484015,0.1982157109012163,0.795420460757915,0.6909818734198389,0.6329347565936766,0.2422063506086614,0,0,0,0,0,0,0,2648.0720043182373,refresh,rgb/1341846315.230076.png,depth/1341846315.230133.png
52,1341846315.262069,1341846315.262081,2,2,0.287412109375,0.8078046640928258,0.5903122223671637,0.20003501136038312,0.1490510525643301,0.7873965884171433,0.6845906278730938,0.633001570075597,0.22635335508374296,0,0,0,0,0,0,0,64.82052803039551,propagate,rgb/1341846315.262069.png,depth/1341846315.262081.png
53,1341846315.298,1341846315.298018,2,2,0.31998046875,0.8081448829952902,0.5945343746574512,0.18686849104000305,0.18088477943423362,0.7826129177044754,0.6853757014186903,0.6327117225527961,0.21567003866981654,0,0,0,0,0,0,0,66.14518165588379,propagate,rgb/1341846315.298000.png,depth/1341846315.298018.png
54,1341846315.329931,1341846315.329946,2,2,0.14019856770833333,0.7124211611240934,0.5872290487142,0.2897011946474508,0.24302013202785386,0.8032371440165237,0.6896326094619232,0.6344361012124538,0.2337226221085486,0,0,0,0,0,0,0,2632.6022148132324,refresh,rgb/1341846315.329931.png,depth/1341846315.329946.png
55,1341846315.361981,1341846315.362046,2,2,0.162841796875,0.7388163995603236,0.5926648459823444,0.3751241548767446,0.3214874170535165,0.8151442935183794,0.6925051912816329,0.6372153501976825,0.2655509414218755,0,0,0,0,0,0,0,65.30952453613281,propagate,rgb/1341846315.361981.png,depth/1341846315.362046.png
56,1341846315.397962,1341846315.397976,2,2,0.18770833333333334,0.7532596167844748,0.598223900627189,0.4140931637945311,0.3714192884129302,0.8187040206172981,0.6939016650248298,0.639847951173136,0.2966887274082795,0,0,0,0,0,0,0,64.85891342163086,propagate,rgb/1341846315.397962.png,depth/1341846315.397976.png
57,1341846315.429923,1341846315.429935,2,2,0.28221028645833335,0.8057074718284203,0.6397652268288732,0.48623788223488407,0.3886674065860114,0.8424118570265644,0.7046658921459976,0.6465560822031401,0.3309742893180823,0,0,0,0,0,0,0,2623.145341873169,refresh,rgb/1341846315.429923.png,depth/1341846315.429935.png
58,1341846315.466047,1341846315.466062,2,2,0.3050227864583333,0.801903708069353,0.5909852371639333,0.4770955914821408,0.41108672061328244,0.849756125267644,0.7033869855710437,0.6511906328333812,0.3540954578732613,0,0,0,0,0,0,0,66.09201431274414,propagate,rgb/1341846315.466047.png,depth/1341846315.466062.png
59,1341846315.497883,1341846315.497894,2,2,0.323505859375,0.802852662490766,0.5951280299631162,0.4629906363624035,0.434260614179787,0.8533125098710559,0.7012373957836205,0.6558071797066614,0.36825042025762394,0,0,0,0,0,0,0,64.85795974731445,propagate,rgb/1341846315.497883.png,depth/1341846315.497894.png
60,1341846315.530008,1341846315.530017,1,1,0.16130859375,0.833495832521865,0.6902767055593387,0.1881954756406818,0.1483545701906791,0.7774849917377837,0.6986662497528545,0.6297831531765365,0.31246719518342014,0,0,0,0,0,0,0,1334.414005279541,refresh,rgb/1341846315.530008.png,depth/1341846315.530017.png
61,1341846315.566108,1341846315.566126,1,1,0.17492838541666667,0.8243758729746857,0.5771960077335209,0.15661349626329435,0.16012480107531668,0.7799870070988003,0.692925823292013,0.6293503730800956,0.26775836581690876,0,0,0,0,0,0,0,59.74555015563965,propagate,rgb/1341846315.566108.png,depth/1341846315.566126.png
62,1341846315.597986,1341846315.598051,1,1,0.18998046875,0.8245730606238497,0.5821167458890814,0.13704328298906265,0.16870194252448173,0.7825353039979893,0.6897365455835496,0.6295319832746843,0.2330695852697627,0,0,0,0,0,0,0,60.38498878479004,propagate,rgb/1341846315.597986.png,depth/1341846315.598051.png
63,1341846315.630109,1341846315.630136,1,1,0.15379557291666668,0.8354248589467917,0.691919027249665,0.15326714408802017,0.17859147379275142,0.7967485813352917,0.702120523586366,0.6360109961498519,0.21377020541980124,0,0,0,0,0,0,0,1312.3936653137207,refresh,rgb/1341846315.630109.png,depth/1341846315.630136.png
64,1341846315.666042,1341846315.666054,1,1,0.16775716145833333,0.8260276180559308,0.5804651497755133,0.15385722166610416,0.2151546073170848,0.8051316225331513,0.6970606342439472,0.6367230081507079,0.20310717038921966,0,0,0,0,0,0,0,61.54990196228027,propagate,rgb/1341846315.666042.png,depth/1341846315.666054.png
65,1341846315.698114,1341846315.698127,1,1,0.18298502604166667,0.8272395850707395,0.5849910691636098,0.17122013687565824,0.23560937662303705,0.8175781432050865,0.696736143724906,0.6387925090075717,0.20169615210447844,0,0,0,0,0,0,0,60.5621337890625,propagate,rgb/1341846315.698114.png,depth/1341846315.698127.png
66,1341846315.733985,1341846315.734001,1,1,0.14486979166666666,0.8355342492781591,0.6880420682389259,0.24846644388892933,0.29031944972472556,0.8388604640672566,0.7073726946255381,0.6471078467022723,0.21983676186470336,0,0,0,0,0,0,0,1353.050708770752,refresh,rgb/1341846315.733985.png,depth/1341846315.734001.png
67,1341846315.766041,1341846315.766053,1,1,0.16002278645833334,0.8244399618558191,0.5782684201374869,0.3298272861326973,0.3570317399259648,0.8589241211646954,0.7030131472863413,0.6504909282484262,0.24972181501242458,0,0,0,0,0,0,0,61.23805046081543,propagate,rgb/1341846315.766041.png,depth/1341846315.766053.png
68,1341846315.798188,1341846315.798246,1,1,0.17360677083333334,0.8242028090050489,0.5815418833015505,0.27089323797393283,0.3476287151118511,0.849601779154588,0.6977343638577936,0.6520517320851597,0.25981533466314694,0,0,0,0,0,0,0,60.98008155822754,propagate,rgb/1341846315.798188.png,depth/1341846315.798246.png
69,1341846315.83414,1341846315.834162,1,1,0.13597005208333332,0.8229954506907691,0.6178580806166278,0.24308142426597892,0.34293380248337296,0.8456413203670667,0.6987638685521774,0.654329320246733,0.26310904565331694,0,0,0,0,0,0,0,-941.3294792175293,refresh,rgb/1341846315.834140.png,depth/1341846315.834162.png
70,1341846315.866751,1341846315.868187,1,1,0.14857096354166666,0.8196269899774677,0.5719403542640831,0.3291673603677893,0.3940714062090954,0.8638997451575741,0.6960472027497554,0.6559573174231099,0.28278297585243056,0,0,0,0,0,0,0,60.56022644042969,propagate,rgb/1341846315.866751.png,depth/1341846315.868187.png
71,1341846315.898492,1341846315.899528,1,1,0.16072916666666667,0.8201297010704778,0.5759556148901777,0.3937419174922613,0.43592954728911026,0.8774914610030627,0.6960688845636407,0.6587890773445766,0.308480268108107,0,0,0,0,0,0,0,60.17279624938965,propagate,rgb/1341846315.898492.png,depth/1341846315.899528.png
72,1341846315.936901,1341846315.937892,2,1,0.11690755208333334,0.8025489709937427,0.6349064622508968,0.2821570540975848,0.4218604079037035,0.44416480520878426,0.6663480176608056,0.6129170039197089,0.33573715531935855,0,0,0,0,0,0,0,2613.415241241455,refresh,rgb/1341846315.936901.png,depth/1341846315.937892.png
73,1341846315.966572,1341846315.968053,2,2,0.2509309895833333,0.7983887627707421,0.5784178878712909,0.34602063591080656,0.45066851935648167,0.46793785354655076,0.6698312506715864,0.6179765208783897,0.3564363455168471,0,0,0,0,0,0,0,65.96207618713379,propagate,rgb/1341846315.966572.png,depth/1341846315.968053.png
74,1341846316.002119,1341846315.968053,2,2,0.272314453125,0.7988631125218392,0.583075137091115,0.3305003898684922,0.42537241974719175,0.48170581854012834,0.6622230545133408,0.6125717983039809,0.36090673700811454,0,0,0,0,0,0,0,65.42372703552246,propagate,rgb/1341846316.002119.png,depth/1341846315.968053.png
75,1341846316.034204,1341846316.037619,2,2,0.219287109375,0.8078247439307762,0.6491904025548496,0.3388620961654542,0.41635669347429083,0.4959526869000116,0.6648506513258653,0.6064003175197834,0.3615858718267978,0,0,0,0,0,0,0,2589.8795127868652,refresh,rgb/1341846316.034204.png,depth/1341846316.037619.png
76,1341846316.066113,1341846316.066833,2,2,0.24264322916666667,0.803485644254333,0.5895933522811146,0.3430550541952061,0.41545734129380746,0.5088843453417287,0.6613674742124128,0.5953296361340324,0.3597822798804183,0,0,0,0,0,0,0,64.75830078125,propagate,rgb/1341846316.066113.png,depth/1341846316.066833.png
77,1341846316.101867,1341846316.101881,2,2,0.26178385416666666,0.8039923693760913,0.5916876237469284,0.32715169835133273,0.40915436822449636,0.5160245846569341,0.6561504851180484,0.5842054585240422,0.3537757035258686,0,0,0,0,0,0,0,65.58465957641602,propagate,rgb/1341846316.101867.png,depth/1341846316.101881.png
78,1341846316.134066,1341846316.134082,2,2,0.218251953125,0.7655865871863703,0.655220372326129,0.2961925653882875,0.37118294338520186,0.5151603777917879,0.6589201202686898,0.576816474124551,0.34275824214183975,0,0,0,0,0,0,0,2622.084617614746,refresh,rgb/1341846316.134066.png,depth/1341846316.134082.png
79,1341846316.169952,1341846316.202058,2,2,0.25020182291666665,0.8077543678776189,0.6027528990131712,0.25740295174386585,0.3400808990693418,0.5124542239629655,0.6580685527963991,0.5665158281214714,0.325165697985148,0,0,0,0,0,0,0,65.3994083404541,propagate,rgb/1341846316.169952.png,depth/1341846316.202058.png
80,1341846316.202049,1341846316.202058,2,2,0.27333984375,0.8080901431167997,0.6062092590751309,0.22394334844070252,0.3265863437261959,0.510383555421461,0.6564401601540297,0.5572788017852732,0.3057345518083494,0,0,0,0,0,0,0,65.14620780944824,propagate,rgb/1341846316.202049.png,depth/1341846316.202058.png
81,1341846316.233979,1341846316.233992,1,1,0.08412760416666666,0.8212148519155635,0.6957057455813708,0.23807453880459176,0.3059188711583863,0.7944467539898548,0.7025316089068212,0.6594965561324279,0.2926885591551608,0,0,0,0,0,0,0,1304.2552471160889,refresh,rgb/1341846316.233979.png,depth/1341846316.233992.png
82,1341846316.270052,1341846316.270083,1,1,0.09907552083333333,0.8114120001005721,0.5776845350741077,0.220292769419031,0.3119568598426308,0.7825937853538047,0.6924678560860237,0.6510500222680206,0.28076686981326393,0,0,0,0,0,0,0,59.51690673828125,propagate,rgb/1341846316.270052.png,depth/1341846316.270083.png
83,1341846316.301915,1341846316.301941,1,1,0.11144856770833333,0.811651728848732,0.5813990521543431,0.20819102094737235,0.33985732927584894,0.7732535968679044,0.6847642319781438,0.6441108194090517,0.27205506568029236,0,0,0,0,0,0,0,59.73625183105469,propagate,rgb/1341846316.301915.png,depth/1341846316.301941.png
84,1341846316.334208,1341846316.334244,2,2,0.23757486979166667,0.8059003285351487,0.6498812187635205,0.27496539271123877,0.36495327649760967,0.522492367994139,0.6601136426426981,0.5459938068445314,0.28106307151588666,0,0,0,0,0,0,0,2555.772304534912,refresh,rgb/1341846316.334208.png,depth/1341846316.334244.png
85,1341846316.370006,1341846316.37002,2,2,0.262578125,0.8012659636853171,0.591042244765198,0.24160961126668973,0.35068040221361846,0.530213691892691,0.6577251447110227,0.5423516013340883,0.2800938825980561,0,0,0,0,0,0,0,71.28667831420898,propagate,rgb/1341846316.370006.png,depth/1341846316.370020.png
86,1341846316.401994,1341846316.402023,2,2,0.28327799479166665,0.8016317775472701,0.594873324949166,0.21423559498464523,0.34673854914869906,0.5380840095738364,0.6558004948903715,0.5407559936397861,0.27399223113068877,0,0,0,0,0,0,0,63.80939483642578,propagate,rgb/1341846316.401994.png,depth/1341846316.402023.png
87,1341846316.438069,1341846316.438088,2,2,0.24412760416666668,0.8036949514976881,0.6463139278905643,0.21728798495573823,0.3312997267287764,0.5503553388902145,0.6626685746378298,0.5431941107977172,0.26994845782317006,0,0,0,0,0,0,0,2653.5556316375732,refresh,rgb/1341846316.438069.png,depth/1341846316.438088.png
