name,dataset_id,matched,se3_ate_rmse,sim3_ate_rmse,sim3_scale,rpet_rmse,rper_rmse,camera_sha256,keyframe_sha256,run_dir,note
v19_crossseq_wxyz_D,ablation_ei_D_filtered_rgb_filtered_depth_wxyz,857,0.017356739293249896,0.015269453565817864,0.973255687146985,0.011646897452389001,0.3685176819394656,0b2ee51bbcc87b43d59b1e118c208f36ed419f61dca4e421ca2704af6603816c,df02626217bb171236b5d930870074e2274fcc6b23f818665a9b7afca7c648f4,/home/lj/dynamic-slam-public/runs/v19_cross_sequence_safety_noavx_20260516_062758/wxyz_D_v19,V19 cross-sequence safety on wxyz D-filtered; no damage vs prior V12/V13 and slightly improves SE3
v19_crossseq_whalfsphere_raw,external_whalfsphere_rawrgb_rawdepth_mask,1064,0.11725428087548469,0.08642851876987832,0.8579000549880129,0.014058027792386782,0.4581560301144552,6f070956917e2d72d439e301e774068d384f9e7d5cfe27551d1849d20c90f6db,242c13f4d5d56e6e114c10b5d9f3aec25d32542231ef0be3be1b8e682b9dd5b9,/home/lj/dynamic-slam-public/runs/v19_cross_sequence_safety_noavx_20260516_062758/whalfsphere_raw_v19,"V19 cross-sequence safety on walking_halfsphere raw; severe SE3/Sim3/scale regression vs V12/V13, flags generalization risk"
v19_crossseq_wstatic_raw,external_wstatic_rawrgb_rawdepth_mask,740,0.01648729018513841,0.011071088371737372,0.6528405317423202,0.01162433208945398,0.25040820148538284,2cfa07b330ead3aba32e6e9bfd4f3c2d05a05744fb02ac09403434c05858b4f3,1950c2d4625b1e3718d5328c108b3f565c2300fbb82250ebb9a609a13d404de0,/home/lj/dynamic-slam-public/runs/v19_cross_sequence_safety_noavx_20260516_062758/wstatic_raw_v19,V19 cross-sequence negative control on walking_static raw; mild SE3 regression but Sim3/RPE remain strong
v19_crossseq_wxyz_A_raw,ablation_ei_A_raw_rgb_raw_depth_wxyz,857,0.017969881741957378,0.01573480229203586,0.9719080506620463,0.011520811950736941,0.37566755043767974,e70186123d4ffb95b678473d9dc4b7cc4886854222c89f1604b538bf7c953320,8276ff685bbc9e21422b3e2bc05674174eb68a2451e9f1f5215cd9a9d20f3d47,/home/lj/dynamic-slam-public/runs/v19_wxyz_raw_safety_noavx_20260516_063530/wxyz_A_raw_v19,V19 cross-sequence safety on standard wxyz raw RGB/raw depth side-channel; essentially safe vs D2MA-B but slightly worse than best historical V9
