segment,start,end,frames,risk_frames,risk_rate,support_low_frames,motion_pressure_frames,keyframe_pressure_frames,boundary_pressure_frames,created_keyframes,path_delta_m,mean_frame_step_m,max_frame_step_m,mean_step_ratio_proxy,max_step_ratio_proxy,mean_static_inlier_count,min_static_inlier_count,mean_static_inlier_grid_coverage,min_static_inlier_grid_coverage,mean_boundary_inlier_frac,max_boundary_inlier_frac,first_risk_frame,last_risk_frame
early,0,149,150,6,0.04,70,17,147,6,86,2.35188,0.015679193333333334,0.048771,1.275001,3.990856,325.5733333333333,137.0,0.05587672,0.02474,0.08868459333333334,0.333333,6,48
over_motion,150,299,150,0,0.0,102,21,150,0,115,3.18833,0.021596886666666665,0.087403,1.2456696333333332,8.110918,235.51333333333332,87.0,0.045043393333333334,0.020182,0.019630173333333334,0.073684,-1,-1
middle,300,549,250,0,0.0,63,21,214,0,93,3.257177999999999,0.013097724,0.050812,1.101395024,8.72229,364.412,120.0,0.064796888,0.026042,0.004408352,0.056497,-1,-1
late_jump,550,599,50,0,0.0,31,15,50,0,27,0.9816780000000005,0.01994482,0.102336,1.6659502,7.516532,356.88,103.0,0.04708328,0.015625,0.0250765,0.069364,-1,-1
late_recovery,600,799,200,0,0.0,56,26,200,0,132,2.741098000000001,0.013718845,0.051712,1.16227848,4.34895,316.03,126.0,0.0575505,0.02474,0.029791555,0.14966,-1,-1
tail,800,905,106,0,0.0,33,19,106,0,62,1.9964910000000007,0.01889017924528302,0.064467,1.2340552547169812,4.315951,288.95283018867923,179.0,0.056247537735849056,0.03418,0.021038141509433964,0.135531,-1,-1
