run_id,dataset_id,sequence_group,method_label,run_dir,protocol_valid,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,ate_origin_rmse_m,sim3_scale,rpet_se3_rmse_m,rper_se3_rmse_deg,trajectory_sha256,keyframe_timeline_sha256
wxyz_D_v12_posterior_r1,ablation_ei_D_filtered_rgb_filtered_depth_wxyz,wxyz_D,V12 posterior,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/wxyz_D_v12_posterior_r1,true,857,0.297156726768,0.018569248168671,0.016112019496648,0.455968942464671,0.970172740525517,0.011733385595243,0.367101257322775,9594e6e0688c3004ede2e36b4580eac4a7e2ff45250ac381c506ee78cc5b5b4c,ace3aa5e0a59033d42801a43728083df35b103b5781787fd5c8d35328ca94d03
wxyz_D_v13_min3_r1,ablation_ei_D_filtered_rgb_filtered_depth_wxyz,wxyz_D,V13 min3,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/wxyz_D_v13_min3_r1,true,857,0.297156726768,0.018291491514248,0.015969670435623,0.456524363714446,0.971153939387609,0.012108899468036,0.370022620622144,f2d46c17eefc533731f340883d213e396a5beb74ec4c9087cfe8ae27b8632205,3bece807d8193cda370fc94b117212f63cfec47fd346d1c364fe72bd3f880283
whalfsphere_raw_v12_posterior_r1,external_whalfsphere_rawrgb_rawdepth_mask,whalfsphere_raw,V12 posterior,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/whalfsphere_raw_v12_posterior_r1,true,1064,0.297040759352,0.031729969385008,0.020507834236482,0.659681184204212,0.952516992668653,0.017074198860575,0.483407992802584,e6693eefd750e892314374e316ebc647bb56bb767163f261c48971f2abb9588b,6dc73a7e7af7969018fcfec59303d227786955cae6c035ee7a7e849a01eb47bd
whalfsphere_raw_v12_posterior_r2,external_whalfsphere_rawrgb_rawdepth_mask,whalfsphere_raw,V12 posterior repeat,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/whalfsphere_raw_v12_posterior_r2,true,1064,0.297040759352,0.031729969385008,0.020507834236482,0.659681184204212,0.952516992668653,0.017074198860575,0.483407992802584,e6693eefd750e892314374e316ebc647bb56bb767163f261c48971f2abb9588b,6dc73a7e7af7969018fcfec59303d227786955cae6c035ee7a7e849a01eb47bd
whalfsphere_raw_v13_min3_r1,external_whalfsphere_rawrgb_rawdepth_mask,whalfsphere_raw,V13 min3,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/whalfsphere_raw_v13_min3_r1,true,1064,0.297040759352,0.031729969385008,0.020507834236482,0.659681184204212,0.952516992668653,0.017074198860575,0.483407992802584,e6693eefd750e892314374e316ebc647bb56bb767163f261c48971f2abb9588b,6dc73a7e7af7969018fcfec59303d227786955cae6c035ee7a7e849a01eb47bd
wstatic_raw_v12_posterior_r1,external_wstatic_rawrgb_rawdepth_mask,wstatic_raw,V12 posterior,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/wstatic_raw_v12_posterior_r1,true,740,0.297906602254,0.012324502681054,0.010820694444442,0.057400369560385,0.796517809496875,0.011292324111450,0.226466991478819,f24e6a9f26f64b6ad71477abd2eb9dfbf05136e4193b887d7de6d052f1439e90,555a973d9b43b1bf9291a473c52590280132eeee680591fa89d0231ae5992da2
wstatic_raw_v13_min3_r1,external_wstatic_rawrgb_rawdepth_mask,wstatic_raw,V13 min3,/home/lj/dynamic-slam-public/runs/cross_sequence_v12_v13_safety_20260515_215956/wstatic_raw_v13_min3_r1,true,740,0.297906602254,0.012324502681054,0.010820694444442,0.057400369560385,0.796517809496875,0.011292324111450,0.226466991478819,f24e6a9f26f64b6ad71477abd2eb9dfbf05136e4193b887d7de6d052f1439e90,555a973d9b43b1bf9291a473c52590280132eeee680591fa89d0231ae5992da2
