case,matched,coverage,ate_se3,ate_sim3,scale,rpet,rper,final_keyframes,final_mappoints,estimated_accum_path_m,keyframe_created_count,run_dir,ckf_direct_vetoed_candidates,ckf_accepted_depth_candidates,ckf_boundary_skipped_new_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_budget,ckf_delayed_rejected_new_candidates,ckf_support_promoted_new_candidates,ckf_delayed_existing_supported_candidates,ckf_delayed_support_sum,ckf_quality_rejected_new_candidates,ckf_quality_raw_support_sum,ckf_quality_found_support_sum,ckf_quality_frame_support_sum,ckf_quality_raw_depth_support_sum,ckf_quality_reliable_support_sum,ckf_quality_residual_support_sum,ckf_quality_depth_support_sum,ckf_control_skipped_nonboundary_new_candidates,ckf_matched_boundary_budget,ckf_matched_skipped_nonboundary_new_candidates,ckf_matched_exact_skipped_new_candidates,ckf_matched_fallback_skipped_new_candidates,lm_skipped_instance_pairs,lm_skipped_boundary_pairs,lm_boundary_budget,lm_delayed_rejected_boundary_pairs,lm_support_promoted_boundary_pairs,lm_delayed_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_raw_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_quality_depth_support_sum,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_triangulated,lm_promoted_geom_depth,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_created,lm_score_support_candidates,lm_score_support_accepted,lm_score_support_rejected,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_created,lm_v5_support_candidates,lm_v5_support_accepted,lm_v5_reject_support,lm_v5_geom_candidates,lm_v5_reject_parallax,lm_v5_reject_triangulate,lm_v5_reject_depth,lm_v5_reject_reproj1,lm_v5_reject_reproj2,lm_v5_reject_scale,lm_v5_reject_score,lm_v5_created,lm_v5_lifecycle_score_recent,lm_v5_lifecycle_score_prebad,lm_v5_lifecycle_score_culled_found_ratio,lm_v5_lifecycle_score_culled_low_obs,lm_v5_lifecycle_score_survived,lm_v5_lifecycle_score_matured,lm_v5_lifecycle_pose_use_edges,lm_v5_lifecycle_pose_use_inliers,lm_kept_pairs_after_delayed_boundary,lm_control_skipped_nonboundary_pairs,lm_matched_boundary_budget,lm_matched_skipped_nonboundary_pairs,lm_matched_exact_skipped_pairs,lm_matched_fallback_skipped_pairs
wrpy_v5_algo_strict_residual,906,0.2958850424559112,0.2837506523774537,0.12557128927867006,0.34225624901874735,0.02802228492589241,0.6255288987248839,353,6154,15.970805,578,/home/lj/dynamic-slam-public/runs/score_v5_usefulness_20260514_001/wrpy_v5_algo_strict_residual_r1,103676,272487,8274,5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844,665,0,665,17,968,665,968,700,694,578,48,49,26,17,16,16,16,14,12,12,11,682,17,665,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14490,0,0,0,0,0
