candidate_events,support_candidates,support_accepted,reject_support,geom_events,reject_parallax,reject_triangulate,reject_depth,reject_reproj1,reject_reproj2,reject_scale,reject_score,created,support_score_mean,raw_support_mean,reliable_support_mean,residual_support_mean,depth_support_mean,created_support_score_mean,created_candidate_score_mean,created_total_score_mean,created_reproj_ratio1_mean,created_reproj_ratio2_mean,created_parallax_score_mean,created_scale_score_mean,lifecycle_rows,lifecycle_score_recent_sum,lifecycle_score_prebad_sum,lifecycle_score_culled_found_ratio_sum,lifecycle_score_culled_low_obs_sum,lifecycle_score_survived_sum,lifecycle_score_matured_sum,lifecycle_pose_use_edges_sum,lifecycle_pose_use_inliers_sum,lifecycle_pose_use_inlier_rate,lifecycle_pose_use_chi2_mean
630,557,73,484,73,1,0,0,8,4,1,9,50,0.127217,1.416517,0.247756,0.253142,0.136445,0.727980,0.861407,1.589387,0.122627,0.080291,0.982969,0.803227,66,131,17,7,4,81,22,214,133,0.621495,17.458579
