case,matched,coverage,ate_se3,ate_sim3,scale,rpet,rper,final_keyframes,final_mappoints,estimated_accum_path_m,keyframe_created_count,run_dir,ckf_direct_vetoed_candidates,ckf_accepted_depth_candidates,ckf_boundary_skipped_new_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_budget,ckf_delayed_rejected_new_candidates,ckf_support_promoted_new_candidates,ckf_delayed_existing_supported_candidates,ckf_delayed_support_sum,ckf_control_skipped_nonboundary_new_candidates,ckf_matched_boundary_budget,ckf_matched_skipped_nonboundary_new_candidates,ckf_matched_exact_skipped_new_candidates,ckf_matched_fallback_skipped_new_candidates,lm_skipped_instance_pairs,lm_skipped_boundary_pairs,lm_boundary_budget,lm_delayed_rejected_boundary_pairs,lm_support_promoted_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_delayed_boundary,lm_control_skipped_nonboundary_pairs,lm_matched_boundary_budget,lm_matched_skipped_nonboundary_pairs,lm_matched_exact_skipped_pairs,lm_matched_fallback_skipped_pairs
sidecar_wrpy_d2ma_support_b_r5_s18_m2_o2_diag,906,0.2958850424559112,0.3036044586564203,0.13023985316647937,0.3178957806152213,0.032964102009590907,0.7477474065824491,366,6356,15.697525,570,/home/lj/dynamic-slam-public/runs/near_boundary_mechanism_20260514_153939/sidecar_wrpy_d2ma_support_b_r5_s18_m2_o2_diag/r1,102321,266339,0,0,0,5935,1703,5710,7984,0,0,0,0,0,5080,492,0,492,47,430,14355,0,0,0,0,0
