case,matched,coverage,ate_se3,ate_sim3,scale,rpet,rper,final_keyframes,final_mappoints,estimated_accum_path_m,keyframe_created_count,run_dir,culling_recent_points,culling_remaining_recent_points,culling_recent_near_boundary,culling_recent_clean_static,culling_recent_direct_dynamic,culling_near_prebad,culling_near_culled_found_ratio,culling_near_culled_low_obs,culling_near_survived,culling_near_matured,culling_clean_culled_found_ratio,culling_clean_culled_low_obs,culling_clean_survived,culling_clean_matured,lm_created_near_boundary_new_points,lm_created_clean_static_new_points,lm_created_direct_dynamic_new_points,lm_triangulated_points,lm_created_map_points,pose_all_edges,pose_all_inliers,pose_all_outliers,pose_near_edges,pose_near_inliers,pose_near_outliers,pose_clean_edges,pose_clean_inliers,pose_clean_outliers,pose_direct_dynamic_edges,pose_direct_dynamic_inliers,pose_direct_dynamic_outliers,pose_admission_near_edges,pose_admission_near_inliers,pose_admission_near_outliers,ckf_created_near_boundary_new_points,ckf_created_clean_static_new_points,ckf_created_direct_dynamic_new_points,ckf_existing_near_boundary_candidates,ckf_accepted_depth_candidates_pre_boundary,pose_near_chi2_mean_weighted,pose_near_inlier_chi2_mean_weighted,pose_clean_chi2_mean_weighted,pose_clean_inlier_chi2_mean_weighted,pose_admission_near_chi2_mean_weighted,ckf_created_near_share,lm_created_near_share,pose_near_outlier_rate,pose_clean_outlier_rate,pose_direct_dynamic_outlier_rate,pose_admission_near_outlier_rate,pose_near_to_clean_chi2_ratio,culling_near_removed_events,culling_clean_removed_events,culling_near_removed_event_rate,culling_clean_removed_event_rate
sidecar_wrpy_d2ma_min_diag,906,0.2958850424559112,0.4921118609815258,0.15202040685107726,0.17740407447572898,0.024694704779286928,0.5928061975440196,425,7387,15.305480,587,/home/lj/dynamic-slam-public/runs/near_boundary_mechanism_20260514_153939/sidecar_wrpy_d2ma_min_diag/r1,219900.0,70747.0,21856.0,198044.0,0.0,569.0,597.0,3391.0,15105.0,2194.0,6443.0,26086.0,134048.0,22794.0,106.0,6568.0,0.0,6674.0,6674.0,637820.0,341749.0,296071.0,17028.0,6812.0,10216.0,563294.0,317528.0,245766.0,57498.0,17409.0,40089.0,39261.0,15159.0,24102.0,6488.0,53621.0,0.0,0.0,274672.0,56.75468205772841,2.3944738743393983,34.15205060560562,2.156315924066538,57.59233787751197,0.10793724733400988,0.015882529217860354,0.5999530185576697,0.43630146957006466,0.6972242512783053,0.6138916482005043,1.661823552358313,4557.0,32529.0,0.2085010980966325,0.16425137848154955
sidecar_wrpy_d2ma_b_r5_diag,906,0.2958850424559112,0.2742611360185938,0.12456190699001933,0.35307194530578206,0.026288139343961032,0.6331114944253486,373,6437,16.279474,570,/home/lj/dynamic-slam-public/runs/near_boundary_mechanism_20260514_153939/sidecar_wrpy_d2ma_b_r5_diag/r1,200701.0,64995.0,0.0,200701.0,0.0,0.0,0.0,0.0,0.0,0.0,6809.0,26142.0,135706.0,23274.0,0.0,6479.0,0.0,6479.0,6479.0,625324.0,350962.0,274362.0,13006.0,4858.0,8148.0,564416.0,332416.0,232000.0,47902.0,13688.0,34214.0,0.0,0.0,0.0,0.0,54380.0,0.0,5431.0,267465.0,58.93793787252037,2.4072826815561963,30.74700100512918,2.1296159651460806,,0.0,0.0,0.6264800861141012,0.4110443360925275,0.7142499269341572,,1.9168678552645966,0.0,32951.0,,0.16417955067488452
