case,matched,coverage,ate_se3,ate_sim3,scale,rpet,rper,final_keyframes,final_mappoints,estimated_accum_path_m,keyframe_created_count,run_dir,culling_recent_points,culling_remaining_recent_points,culling_recent_near_boundary,culling_recent_clean_static,culling_recent_direct_dynamic,culling_near_prebad,culling_near_culled_found_ratio,culling_near_culled_low_obs,culling_near_survived,culling_near_matured,culling_clean_culled_found_ratio,culling_clean_culled_low_obs,culling_clean_survived,culling_clean_matured,lm_created_near_boundary_new_points,lm_created_clean_static_new_points,lm_created_direct_dynamic_new_points,lm_triangulated_points,lm_created_map_points,pose_all_edges,pose_all_inliers,pose_all_outliers,pose_near_edges,pose_near_inliers,pose_near_outliers,pose_clean_edges,pose_clean_inliers,pose_clean_outliers,pose_direct_dynamic_edges,pose_direct_dynamic_inliers,pose_direct_dynamic_outliers,pose_admission_near_edges,pose_admission_near_inliers,pose_admission_near_outliers,ckf_created_near_boundary_new_points,ckf_created_clean_static_new_points,ckf_created_direct_dynamic_new_points,ckf_existing_near_boundary_candidates,ckf_accepted_depth_candidates_pre_boundary,pose_near_chi2_mean_weighted,pose_near_inlier_chi2_mean_weighted,pose_clean_chi2_mean_weighted,pose_clean_inlier_chi2_mean_weighted,pose_admission_near_chi2_mean_weighted,ckf_created_near_share,lm_created_near_share,pose_near_outlier_rate,pose_clean_outlier_rate,pose_direct_dynamic_outlier_rate,pose_admission_near_outlier_rate,pose_near_to_clean_chi2_ratio,culling_near_removed_events,culling_clean_removed_events,culling_near_removed_event_rate,culling_clean_removed_event_rate
wrpy_supportq_lm_diag,906,0.2958850424559112,0.3301417830070694,0.13419442176856555,0.29075485017211705,0.022672971353576786,0.5581097530825209,362,6303,15.864205,587,/home/lj/dynamic-slam-public/runs/supportq_v3_lm_lifecycle_diag_20260514_001/wrpy_lm_d1_rel0p25_i0p60_diag,207611.0,67392.0,11.0,207600.0,0.0,3.0,1.0,0.0,6.0,1.0,6928.0,26903.0,140213.0,24275.0,5.0,6681.0,0.0,6686.0,6686.0,627663.0,351772.0,275891.0,13268.0,5069.0,8199.0,565224.0,332855.0,232369.0,49171.0,13848.0,35323.0,22.0,10.0,12.0,0.0,56225.0,0.0,5582.0,278725.0,58.93251404130244,2.4620482795423153,31.49422294850714,2.0857070059905958,40.65108586363637,0.0,0.0007478312892611427,0.6179529695507989,0.4111095777957058,0.7183705842874866,0.5454545454545454,1.871216639878899,4.0,33831.0,0.36363636363636365,0.16296242774566475
