case,frame_id,culling_recent_points,culling_remaining_recent_points,culling_recent_near_boundary,culling_recent_clean_static,culling_recent_direct_dynamic,culling_near_prebad,culling_near_culled_found_ratio,culling_near_culled_low_obs,culling_near_survived,culling_near_matured,culling_clean_culled_found_ratio,culling_clean_culled_low_obs,culling_clean_survived,culling_clean_matured,lm_created_near_boundary_new_points,lm_created_clean_static_new_points,lm_created_direct_dynamic_new_points,lm_triangulated_points,lm_created_map_points,pose_near_chi2_mean_weighted,pose_near_inlier_chi2_mean_weighted,pose_clean_chi2_mean_weighted,pose_clean_inlier_chi2_mean_weighted,pose_admission_near_chi2_mean_weighted,ckf_created_near_share,lm_created_near_share,pose_near_outlier_rate,pose_clean_outlier_rate,pose_direct_dynamic_outlier_rate,pose_admission_near_outlier_rate,pose_near_to_clean_chi2_ratio,culling_near_removed_events,culling_clean_removed_events,culling_near_removed_event_rate,culling_clean_removed_event_rate,pose_all_edges,pose_all_inliers,pose_all_outliers,pose_near_edges,pose_near_inliers,pose_near_outliers,pose_clean_edges,pose_clean_inliers,pose_clean_outliers,pose_direct_dynamic_edges,pose_direct_dynamic_inliers,pose_direct_dynamic_outliers,pose_admission_near_edges,pose_admission_near_inliers,pose_admission_near_outliers,ckf_created_near_boundary_new_points,ckf_created_clean_static_new_points,ckf_created_direct_dynamic_new_points,ckf_existing_near_boundary_candidates,ckf_accepted_depth_candidates_pre_boundary
wrpy_supportq_lm_diag,508,,,,,,,,,,,,,,,,,,,,,,16.62183378807947,1.577878842370744,,,,,0.24976348155156103,,,0.0,0.0,0.0,,,1057.0,793.0,264.0,0.0,0.0,0.0,1057.0,793.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,509,,,,,,,,,,,,,,,,,,,,,,18.472006274131274,1.792732379533679,,,,,0.2548262548262548,,,0.0,0.0,0.0,,,1036.0,772.0,264.0,0.0,0.0,0.0,1036.0,772.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,510,,,,,,,,,,,,,,,,,,,,,,19.351311925572517,1.7134705813953488,,,,,0.26145038167938933,,,0.0,0.0,0.0,,,1048.0,774.0,274.0,0.0,0.0,0.0,1048.0,774.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,511,,,,,,,,,,,,,,,,,,,,,,18.56891234299517,1.6779781197916666,,,,,0.2579710144927536,,,0.0,0.0,0.0,,,1035.0,768.0,267.0,0.0,0.0,0.0,1035.0,768.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,512,,,,,,,,,,,,,,,,,,,,,,18.69822436666667,1.8379535829015543,,,,,0.26476190476190475,,,0.0,0.0,0.0,,,1050.0,772.0,278.0,0.0,0.0,0.0,1050.0,772.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,513,,,,,,,,,,,,,,,,,,,,,,21.96688896,1.9911634572591586,,,,,0.2980952380952381,,,0.0,0.0,0.0,,,1050.0,737.0,313.0,0.0,0.0,0.0,1050.0,737.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,514,,,,,,,,,,,,,,,,,,,,,,21.8315101292517,1.946088546195652,,,,,0.2847424684159378,,,0.0,0.0,0.0,,,1029.0,736.0,293.0,0.0,0.0,0.0,1029.0,736.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,515,,,,,,,,,,,,,,,,,,,,,,23.150276674828596,1.9217948979310344,,,,,0.2899118511263467,,,0.0,0.0,0.0,,,1021.0,725.0,296.0,0.0,0.0,0.0,1021.0,725.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,516,,,,,,,,,,,,,,,,,,,,,,20.616199710398448,1.8666968666666666,,,,,0.27113702623906705,,,0.0,0.0,0.0,,,1029.0,750.0,279.0,0.0,0.0,0.0,1029.0,750.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,517,,,,,,,,,,,,,,,,,,,,,,25.422262653594775,2.2350517889087658,,,,,0.39106753812636164,,,0.0,0.0,0.0,,,918.0,559.0,359.0,0.0,0.0,0.0,918.0,559.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,518,,,,,,,,,,,,,,,,,,,,,,27.51042861111111,2.5656022872928177,,,,,0.39666666666666667,,,0.0,0.0,0.0,,,900.0,543.0,357.0,0.0,0.0,0.0,900.0,543.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,519,,,,,,,,,,,,,,,,,,,,,,21.863940483660127,2.1290259169329073,,,,,0.31808278867102396,,,0.0,0.0,0.0,,,918.0,626.0,292.0,0.0,0.0,0.0,918.0,626.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,520,,,,,,,,,,,,,,,,,,,,,,23.490091613762488,2.1378087768456377,,,,,0.33851276359600446,,,0.0,0.0,0.0,,,901.0,596.0,305.0,0.0,0.0,0.0,901.0,596.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,521,734.0,372.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,6.0,362.0,33.0,0.0,0.0,0.0,0.0,0.0,,,28.120959124031007,2.1226928662092623,,0.0,,,0.35437430786268,,,0.0,0.0,147.0,,0.20027247956403268,903.0,583.0,320.0,0.0,0.0,0.0,903.0,583.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,940.0
wrpy_supportq_lm_diag,522,648.0,17.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,631.0,16.0,0.0,7.0,0.0,7.0,7.0,,,24.166623311111113,2.1788584557823127,,0.0,0.0,,0.3466666666666667,,,0.0,0.0,1.0,,0.0015432098765432098,1125.0,735.0,390.0,0.0,0.0,0.0,1125.0,735.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,923.0
wrpy_supportq_lm_diag,523,945.0,166.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,779.0,18.0,0.0,0.0,0.0,0.0,0.0,,,33.03170261400359,2.7545260226415094,,0.0,,,0.5242369838420108,,,0.0,0.0,148.0,,0.15661375661375662,1114.0,530.0,584.0,0.0,0.0,0.0,1114.0,530.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,957.0
wrpy_supportq_lm_diag,524,991.0,341.0,0.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,650.0,188.0,0.0,0.0,0.0,0.0,0.0,,,25.813337414201182,2.4133861023054757,,0.0,,,0.41335587489433645,,,0.0,0.0,153.0,,0.15438950554994954,1183.0,694.0,489.0,0.0,0.0,0.0,1183.0,694.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,976.0
wrpy_supportq_lm_diag,525,,,,,,,,,,,,,,,,,,,,,,22.362946984070796,1.9370485910290236,,,,,0.3292035398230089,,,0.0,0.0,0.0,,,1130.0,758.0,372.0,0.0,0.0,0.0,1130.0,758.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,526,,,,,,,,,,,,,,,,,,,,,,20.665908446477584,2.035194907455013,,,,,0.2881976212259835,,,0.0,0.0,0.0,,,1093.0,778.0,315.0,0.0,0.0,0.0,1093.0,778.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,527,,,,,,,,,,,,,,,,,,,,,,22.467026884112148,1.8985966116248347,,,,,0.2925233644859813,,,0.0,0.0,0.0,,,1070.0,757.0,313.0,0.0,0.0,0.0,1070.0,757.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,528,,,,,,,,,,,,,,,,,,,,,,18.255028718336483,2.0626514117647057,,,,,0.29300567107750475,,,0.0,0.0,0.0,,,1058.0,748.0,310.0,0.0,0.0,0.0,1058.0,748.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,529,,,,,,,,,,,,,,,,,,,,,,19.802545851851853,1.8639446648122393,,,,,0.29922027290448344,,,0.0,0.0,0.0,,,1026.0,719.0,307.0,0.0,0.0,0.0,1026.0,719.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,530,,,,,,,,,,,,,,,,,,,,,,20.253709003976144,1.9723523654970763,,,,,0.32007952286282304,1.0,,0.0,0.0,0.0,,,1008.0,684.0,324.0,0.0,0.0,0.0,1006.0,684.0,322.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,531,,,,,,,,,,,,,,,,,,,,,,22.905931452695828,2.058134898773006,,,,,0.3367243133265514,1.0,,0.0,0.0,0.0,,,985.0,652.0,333.0,0.0,0.0,0.0,983.0,652.0,331.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,532,,,,,,,,,,,,,,,,,,,,,,20.875304793030622,2.005090043209876,,,,,0.31573389651531153,1.0,,0.0,0.0,0.0,,,949.0,648.0,301.0,0.0,0.0,0.0,947.0,648.0,299.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,533,,,,,,,,,,,,,,,,,,,,,,20.75890395425532,1.957361285714286,,,,,0.3148936170212766,0.6666666666666666,,0.0,0.0,0.0,,,943.0,645.0,298.0,0.0,0.0,0.0,940.0,644.0,296.0,3.0,1.0,2.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,534,,,,,,,,,,,,,,,,,,,,63.685786,,21.42979737703142,1.9784862448330685,,,,1.0,0.31852654387865653,0.6,,2.9718333253238685,0.0,0.0,,,929.0,631.0,298.0,1.0,0.0,1.0,923.0,629.0,294.0,5.0,2.0,3.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,535,,,,,,,,,,,,,,,,,,,,,,21.996265670745274,2.215907133012821,,,,,0.30589543937708563,0.6666666666666666,,0.0,0.0,0.0,,,902.0,625.0,277.0,0.0,0.0,0.0,899.0,624.0,275.0,3.0,1.0,2.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,536,1039.0,566.0,0.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,7.0,473.0,52.0,0.0,7.0,0.0,7.0,7.0,,,22.703243,2.239170029239766,,0.0,0.0,,0.38489208633093525,,,0.0,0.0,310.0,,0.2983638113570741,834.0,513.0,321.0,0.0,0.0,0.0,834.0,513.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,935.0
wrpy_supportq_lm_diag,537,,,,,,,,,,,,,,,,,,,,28.338724363636366,2.6363407272727275,22.6377412251462,2.008284504273504,,,,0.5,0.3157894736842105,0.5918367346938775,,1.2518353347089888,0.0,0.0,,,1097.0,733.0,364.0,22.0,11.0,11.0,1026.0,702.0,324.0,49.0,20.0,29.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,538,,,,,,,,,,,,,,,,,,,,32.3367541875,3.0573595,19.829303657327586,2.1375740454545453,,,,0.625,0.3125,0.7647058823529411,,1.63075591288101,0.0,0.0,,,978.0,652.0,326.0,16.0,6.0,10.0,928.0,638.0,290.0,34.0,8.0,26.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,539,,,,,,,,,,,,,,,,,,,,124.88224866666667,,18.205548714285715,1.8669055208655332,,,,1.0,0.29978354978354976,0.6578947368421053,,6.859570707070905,0.0,0.0,,,965.0,660.0,305.0,3.0,0.0,3.0,924.0,647.0,277.0,38.0,13.0,25.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,540,,,,,,,,,,,,,,,,,,,,38.31047,2.159733,20.29383832954545,2.275837303839733,,,,0.5,0.31931818181818183,0.6808510638297872,,1.8877882723754849,0.0,0.0,,,931.0,616.0,315.0,4.0,2.0,2.0,880.0,599.0,281.0,47.0,15.0,32.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,541,774.0,226.0,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,12.0,548.0,44.0,0.0,4.0,0.0,4.0,4.0,45.932038,,21.38975061882893,2.401564207650273,,0.0,0.0,1.0,0.36969001148105624,0.6428571428571429,,2.147385391186704,0.0,182.0,,0.2351421188630491,916.0,564.0,352.0,3.0,0.0,3.0,871.0,549.0,322.0,42.0,15.0,27.0,0.0,0.0,0.0,0.0,293.0,0.0,3.0,858.0
wrpy_supportq_lm_diag,542,,,,,,,,,,,,,,,,,,,,68.2074506,0.5942895,20.13767061116032,2.0922681842439648,,,,0.6,0.3029229406554473,0.35714285714285715,,3.387057615402615,0.0,0.0,,,1162.0,807.0,355.0,5.0,2.0,3.0,1129.0,787.0,342.0,28.0,18.0,10.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,543,765.0,73.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,692.0,17.0,0.0,0.0,0.0,0.0,0.0,7.257827333333334,2.184556,21.80289645279188,2.299845785074627,,0.0,,0.3333333333333333,0.3197969543147208,0.47058823529411764,,0.33288363080786737,0.0,56.0,,0.07320261437908497,1028.0,694.0,334.0,9.0,6.0,3.0,985.0,670.0,315.0,34.0,18.0,16.0,0.0,0.0,0.0,0.0,213.0,0.0,6.0,831.0
wrpy_supportq_lm_diag,544,852.0,293.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,111.0,559.0,178.0,0.0,3.0,0.0,3.0,3.0,31.802021625,0.903238,19.14950502877698,2.149575252631579,,0.0,0.0,0.25,0.31654676258992803,0.6,,1.6607229052244123,0.0,115.0,,0.13497652582159625,1155.0,780.0,375.0,8.0,6.0,2.0,1112.0,760.0,352.0,35.0,14.0,21.0,0.0,0.0,0.0,0.0,160.0,0.0,4.0,824.0
wrpy_supportq_lm_diag,545,,,,,,,,,,,,,,,,,,,,5.764425666666667,4.6305748,18.0881208172043,1.8536526809392269,,,,0.16666666666666666,0.29227761485826004,0.3333333333333333,,0.31868571229267234,0.0,0.0,,,1053.0,746.0,307.0,12.0,10.0,2.0,1023.0,724.0,299.0,18.0,12.0,6.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,546,,,,,,,,,,,,,,,,,,,,34.4409535,5.852876,17.949106467759563,1.7508718223583464,,,,0.5,0.2863387978142076,0.3235294117647059,,1.9188115888589397,0.0,0.0,,,953.0,678.0,275.0,4.0,2.0,2.0,915.0,653.0,262.0,34.0,23.0,11.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,547,,,,,,,,,,,,,,,,,,,,56.29091400000001,2.266177,17.064106463414635,1.9695357467741936,,,,0.6666666666666666,0.27990708478513354,0.5348837209302325,,3.2987906000637928,0.0,0.0,,,910.0,642.0,268.0,6.0,2.0,4.0,861.0,620.0,241.0,43.0,20.0,23.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,548,1000.0,440.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,20.0,560.0,114.0,0.0,0.0,0.0,0.0,0.0,,,20.404291125,2.0999671098265895,,0.0,,,0.3380102040816326,,,0.0,0.0,118.0,,0.118,784.0,519.0,265.0,0.0,0.0,0.0,784.0,519.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,915.0
wrpy_supportq_lm_diag,549,1010.0,114.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,896.0,81.0,0.0,0.0,0.0,0.0,0.0,,,25.964958721560134,2.6674464280000003,,0.0,,,0.4582881906825569,,,0.0,0.0,33.0,,0.032673267326732675,923.0,500.0,423.0,0.0,0.0,0.0,923.0,500.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,908.0
wrpy_supportq_lm_diag,550,,,,,,,,,,,,,,,,,,,,21.93097580597015,2.949973263157895,18.605445662857143,2.432077085877863,,,,0.43283582089552236,0.40114285714285713,0.6761363636363636,,1.1787396122282578,0.0,0.0,,,1118.0,619.0,499.0,67.0,38.0,29.0,875.0,524.0,351.0,176.0,57.0,119.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,551,1085.0,184.0,0.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,901.0,31.0,0.0,0.0,0.0,0.0,0.0,24.66057466037736,2.8098257692307693,15.704103018007205,2.039826064935065,,0.0,,0.5094339622641509,0.35294117647058826,0.6635514018691588,,1.5703268522945986,0.0,153.0,,0.14101382488479264,993.0,601.0,392.0,53.0,26.0,27.0,833.0,539.0,294.0,107.0,36.0,71.0,0.0,0.0,0.0,0.0,189.0,0.0,32.0,794.0
wrpy_supportq_lm_diag,552,1060.0,505.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,236.0,555.0,234.0,0.0,0.0,0.0,0.0,0.0,24.002953276595743,2.3692112413793103,17.768738515641854,2.251289475630252,,0.0,,0.3829787234042553,0.3581445523193096,0.59375,,1.3508529744790774,0.0,271.0,,0.25566037735849056,1070.0,663.0,407.0,47.0,29.0,18.0,927.0,595.0,332.0,96.0,39.0,57.0,0.0,0.0,0.0,0.0,159.0,0.0,28.0,766.0
wrpy_supportq_lm_diag,553,,,,,,,,,,,,,,,,,,,,25.78594577777778,2.1670777368421055,23.039806957345967,2.073206928702011,,,,0.2962962962962963,0.3518957345971564,0.6075949367088608,,1.1191910516227759,0.0,0.0,,,950.0,597.0,353.0,27.0,19.0,8.0,844.0,547.0,297.0,79.0,31.0,48.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,554,,,,,,,,,,,,,,,,,,,,23.184713647058825,2.6986247,14.48957653121175,1.992258462184874,,,,0.4117647058823529,0.2717258261933905,0.7027027027027027,,1.6000960136493312,0.0,0.0,,,888.0,626.0,262.0,34.0,20.0,14.0,817.0,595.0,222.0,37.0,11.0,26.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,555,850.0,411.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,439.0,85.0,0.0,0.0,0.0,0.0,0.0,9.150078148148149,1.522227,19.777582877616748,2.2438830421052636,,0.0,,0.3333333333333333,0.38808373590982287,0.7115384615384616,,0.46264895992440697,0.0,110.0,,0.12941176470588237,700.0,413.0,287.0,27.0,18.0,9.0,621.0,380.0,241.0,52.0,15.0,37.0,0.0,0.0,0.0,0.0,285.0,0.0,16.0,677.0
wrpy_supportq_lm_diag,556,622.0,119.0,0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,26.0,503.0,45.0,0.0,0.0,0.0,0.0,0.0,59.91225025,1.378358,21.03153155281207,2.23354875,,0.0,,0.5,0.3196159122085048,0.6274509803921569,,2.848686986944101,0.0,74.0,,0.1189710610932476,788.0,519.0,269.0,8.0,4.0,4.0,729.0,496.0,233.0,51.0,19.0,32.0,0.0,0.0,0.0,0.0,178.0,0.0,3.0,605.0
wrpy_supportq_lm_diag,557,,,,,,,,,,,,,,,,,,,,39.51501344444445,1.7288996,18.257540308657465,2.3511410312499996,,,,0.7222222222222222,0.3174404015056462,0.7407407407407407,,2.1643119925473746,0.0,0.0,,,842.0,556.0,286.0,18.0,5.0,13.0,797.0,544.0,253.0,27.0,7.0,20.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,558,687.0,184.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,142.0,503.0,33.0,0.0,0.0,0.0,0.0,0.0,130.770588,,13.03898631154381,2.3912986466019417,,0.0,,1.0,0.28372739916550765,0.9629629629629629,,10.029198963436661,0.0,151.0,,0.2197962154294032,752.0,516.0,236.0,6.0,0.0,6.0,719.0,515.0,204.0,27.0,1.0,26.0,0.0,0.0,0.0,0.0,182.0,0.0,6.0,618.0
wrpy_supportq_lm_diag,559,654.0,239.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,94.0,415.0,132.0,0.0,0.0,0.0,0.0,0.0,30.8546595,4.287827,14.116606833952913,2.0704062054794523,,0.0,,0.5,0.27633209417596033,0.9130434782608695,,2.185699429255842,0.0,107.0,,0.1636085626911315,838.0,590.0,248.0,8.0,4.0,4.0,807.0,584.0,223.0,23.0,2.0,21.0,0.0,0.0,0.0,0.0,149.0,0.0,4.0,612.0
wrpy_supportq_lm_diag,560,,,,,,,,,,,,,,,,,,,,47.820320200000005,,18.92183542105263,2.084442196850394,,,,1.0,0.3144399460188934,0.6923076923076923,,2.5272558996467445,0.0,0.0,,,772.0,516.0,256.0,5.0,0.0,5.0,741.0,508.0,233.0,26.0,8.0,18.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,561,,,,,,,,,,,,,,,,,,,,92.1646,,13.583442091743118,1.870220271966527,,,,1.0,0.2691131498470948,0.75,,6.785069599996566,0.0,0.0,,,687.0,485.0,202.0,5.0,0.0,5.0,654.0,478.0,176.0,28.0,7.0,21.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,562,,,,,,,,,,,,,,,,,,,,53.022306,,10.396218900000001,1.8671689730290457,,,,1.0,0.2098360655737705,0.9523809523809523,,5.100152902705809,0.0,0.0,,,636.0,483.0,153.0,5.0,0.0,5.0,610.0,482.0,128.0,21.0,1.0,20.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,563,,,,,,,,,,,,,,,,,,,,32.4640986,7.363473,11.435477642735044,2.1685907146067414,,,,0.8,0.23931623931623933,0.8571428571428571,,2.838893102171769,0.0,0.0,,,611.0,449.0,162.0,5.0,1.0,4.0,585.0,445.0,140.0,21.0,3.0,18.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,564,,,,,,,,,,,,,,,,,,,,77.037339,,11.648317194244605,1.9922153849658315,,,,1.0,0.210431654676259,0.8181818181818182,,6.6136024384761685,0.0,0.0,,,570.0,441.0,129.0,3.0,0.0,3.0,556.0,439.0,117.0,11.0,2.0,9.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,565,,,,,,,,,,,,,,,,,,,,29.076967,,10.94133783707865,2.034877576923077,,,,1.0,0.2209737827715356,0.9333333333333333,,2.657533057928461,0.0,0.0,,,552.0,417.0,135.0,3.0,0.0,3.0,534.0,416.0,118.0,15.0,1.0,14.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,566,683.0,341.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,9.0,342.0,34.0,0.0,0.0,0.0,0.0,0.0,34.188305,2.504057,11.968680993939396,1.7841579371727752,,0.0,,0.6666666666666666,0.22828282828282828,0.875,,2.856480594420722,0.0,137.0,,0.2005856515373353,512.0,386.0,126.0,9.0,3.0,6.0,495.0,382.0,113.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,252.0,0.0,7.0,570.0
wrpy_supportq_lm_diag,567,,,,,,,,,,,,,,,,,,,,32.907423074074075,1.594811,14.823079303167422,1.873226204408818,,,,0.3333333333333333,0.2473604826546003,1.0,,2.2200126168819967,0.0,0.0,,,719.0,517.0,202.0,27.0,18.0,9.0,663.0,499.0,164.0,29.0,0.0,29.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,568,,,,,,,,,,,,,,,,,,,,56.381811538461534,1.822227,12.936352771019678,1.8558954572748267,,,,0.6923076923076923,0.22540250447227192,0.7333333333333333,,4.358400898340481,0.0,0.0,,,602.0,445.0,157.0,13.0,4.0,9.0,559.0,433.0,126.0,30.0,8.0,22.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,569,,,,,,,,,,,,,,,,,,,,17.3818645,2.341849142857143,12.4099255840868,2.0645624940898344,,,,0.4166666666666667,0.23508137432188064,1.0,,1.400642121681108,0.0,0.0,,,581.0,430.0,151.0,12.0,7.0,5.0,553.0,423.0,130.0,16.0,0.0,16.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,570,503.0,113.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,390.0,50.0,0.0,1.0,0.0,1.0,1.0,77.10582612500001,,11.065926546391752,1.9525309918032787,,0.0,0.0,1.0,0.24536082474226803,1.0,,6.96785992584975,0.0,63.0,,0.12524850894632206,503.0,366.0,137.0,8.0,0.0,8.0,485.0,366.0,119.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,155.0,0.0,5.0,453.0
wrpy_supportq_lm_diag,571,498.0,129.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,67.0,369.0,28.0,0.0,2.0,0.0,2.0,2.0,83.905986,,28.986895430205955,2.459079856187291,,0.0,0.0,1.0,0.3157894736842105,0.8076923076923077,,2.894617886969893,0.0,101.0,,0.20281124497991967,469.0,304.0,165.0,6.0,0.0,6.0,437.0,299.0,138.0,26.0,5.0,21.0,0.0,0.0,0.0,0.0,106.0,0.0,3.0,368.0
wrpy_supportq_lm_diag,572,471.0,204.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,267.0,108.0,0.0,0.0,0.0,0.0,0.0,32.45962736363636,0.8862535,32.93162196721312,2.6304840154639173,,0.0,,0.6363636363636364,0.46994535519125685,0.8695652173913043,,0.9856674352679415,0.0,96.0,,0.20382165605095542,400.0,201.0,199.0,11.0,4.0,7.0,366.0,194.0,172.0,23.0,3.0,20.0,0.0,0.0,0.0,0.0,99.0,0.0,8.0,353.0
wrpy_supportq_lm_diag,573,,,,,,,,,,,,,,,,,,,,59.473017153846165,4.4601975,31.67584832142857,1.9052435384615385,,,,0.6923076923076923,0.35,0.7333333333333333,,1.877550888309215,0.0,0.0,,,308.0,190.0,118.0,13.0,4.0,9.0,280.0,182.0,98.0,15.0,4.0,11.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,574,436.0,171.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,265.0,26.0,0.0,0.0,0.0,0.0,0.0,54.68629925,,22.519203528089886,1.9313644285714286,,0.0,,1.0,0.3970037453183521,0.8709677419354839,,2.4284295482202864,0.0,63.0,,0.1444954128440367,306.0,165.0,141.0,8.0,0.0,8.0,267.0,161.0,106.0,31.0,4.0,27.0,0.0,0.0,0.0,0.0,162.0,0.0,6.0,382.0
wrpy_supportq_lm_diag,575,386.0,86.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,53.0,300.0,20.0,0.0,0.0,0.0,0.0,0.0,29.277245000000004,2.2004893333333335,28.658890238244517,1.9798684976076555,,0.0,,0.625,0.3448275862068966,0.7241379310344828,,1.0215763679826761,0.0,66.0,,0.17098445595854922,372.0,226.0,146.0,24.0,9.0,15.0,319.0,209.0,110.0,29.0,8.0,21.0,0.0,0.0,0.0,0.0,116.0,0.0,16.0,341.0
wrpy_supportq_lm_diag,576,393.0,122.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,97.0,271.0,20.0,0.0,0.0,0.0,0.0,0.0,37.31949630769231,2.0492150000000002,27.631818817663813,1.9437610582959641,,0.0,,0.6153846153846154,0.3646723646723647,0.9722222222222222,,1.3505986179901988,0.0,102.0,,0.2595419847328244,413.0,234.0,179.0,26.0,10.0,16.0,351.0,223.0,128.0,36.0,1.0,35.0,0.0,0.0,0.0,0.0,90.0,0.0,16.0,343.0
