case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_support_promoted_boundary_pairs
wrpy_score_v4,325,1341846658.794185,1,205,5123,747,338,6.550435,0.023632,0.000000,904,0,0,0,0,0,,10,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,328,1341846658.894170,1,203,4990,715,299,6.648280,0.037654,0.000000,925,0,0,0,0,0,,11,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,329,1341846658.926149,1,204,5136,708,338,6.663389,0.015109,0.000000,950,0,0,0,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,330,1341846658.962404,1,205,5234,790,414,6.696711,0.033322,0.000000,931,0,0,0,0,0,,8,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,331,1341846658.994217,1,206,5213,821,462,6.712127,0.015415,0.000000,951,0,0,0,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,349,1341846659.598122,1,206,4962,719,377,7.007282,0.024064,0.000000,907,0,0,0,0,0,,8,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,350,1341846659.630209,1,207,4945,776,486,7.013482,0.006201,0.000000,936,0,0,0,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,351,1341846659.666409,1,208,5045,872,560,7.034206,0.020724,0.000000,934,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,352,1341846659.698237,1,209,5052,865,576,7.061408,0.027201,0.000000,918,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,362,1341846660.034581,1,206,4830,720,398,7.190547,0.018478,0.000000,863,0,0,0,0,0,,13,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,363,1341846660.066206,1,207,4909,738,412,7.196081,0.005534,0.000000,910,0,0,0,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,364,1341846660.102245,1,208,5037,812,506,7.203806,0.007725,0.000000,942,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,365,1341846660.140244,1,209,5032,832,544,7.210352,0.006546,0.000000,886,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,369,1341846660.270168,1,205,4811,656,265,7.302807,0.029120,0.005111,863,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,370,1341846660.302258,1,206,4905,685,258,7.311953,0.009146,0.005335,908,0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,371,1341846660.334349,1,207,5034,740,363,7.331143,0.019190,0.000000,921,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,372,1341846660.370214,1,208,5018,751,453,7.336589,0.005446,0.000000,872,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,382,1341846660.706457,1,207,4780,642,340,7.490020,0.022037,0.012340,779,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,383,1341846660.738241,1,208,4773,675,406,7.504415,0.014395,0.000000,838,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,384,1341846660.770121,1,209,4868,686,357,7.516711,0.012297,0.007301,750,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,385,1341846660.806117,1,210,4880,687,341,7.535429,0.018718,0.009762,741,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,389,1341846660.938063,1,209,4673,550,231,7.594452,0.024810,0.006501,650,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,390,1341846660.974147,1,210,4686,571,289,7.612388,0.017936,0.008138,611,2,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,391,1341846661.006234,1,211,4757,608,341,7.630700,0.018312,0.011488,580,4,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,392,1341846661.038225,1,212,4724,591,292,7.679987,0.049287,0.005609,543,0,0,15,0,0,,9,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,403,1341846661.410178,1,212,4547,481,255,7.853956,0.030704,0.127448,417,6,8,102,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,404,1341846661.442211,1,213,4498,496,274,7.878722,0.024765,0.134453,433,3,3,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,405,1341846661.474354,1,214,4526,501,302,7.894154,0.015433,0.147962,406,6,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,406,1341846661.510169,1,215,4536,525,288,7.905227,0.011072,0.152021,375,1,2,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,412,1341846661.710142,1,213,4400,406,208,8.038290,0.015957,0.221657,325,9,3,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,413,1341846661.742341,1,214,4415,361,169,8.041504,0.003215,0.230615,352,10,20,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,414,1341846661.778063,1,215,4449,387,184,8.047689,0.006185,0.234570,321,5,15,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,415,1341846661.810103,1,216,4451,387,187,8.057102,0.009413,0.238587,307,7,5,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,417,1341846661.878157,1,213,4373,341,173,8.074408,0.008588,0.144824,342,9,30,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,418,1341846661.910222,1,214,4403,358,192,8.080115,0.005706,0.160645,290,9,31,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,419,1341846661.946090,1,215,4440,341,182,8.093824,0.013709,0.136507,288,5,29,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,420,1341846661.978208,1,216,4475,280,147,8.110880,0.017056,0.145859,295,5,14,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,421,1341846662.010311,1,215,4420,269,121,8.124392,0.013512,0.149886,303,4,30,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,422,1341846662.046195,1,216,4484,269,134,8.133718,0.009326,0.117500,366,7,26,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,423,1341846662.078099,1,217,4477,284,141,8.137111,0.003393,0.124121,277,6,13,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,424,1341846662.110672,1,218,4476,279,122,8.143454,0.006343,0.145221,254,8,5,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,425,1341846662.146166,1,219,4405,271,123,8.156970,0.013516,0.108060,284,1,2,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,426,1341846662.178168,1,220,4443,252,102,8.159279,0.002309,0.114391,255,4,6,164,0,0,,2,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,427,1341846662.214136,1,221,4456,254,87,8.167504,0.008225,0.120739,258,19,9,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,428,1341846662.246167,1,222,4463,263,120,8.175739,0.008235,0.092575,295,4,6,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,429,1341846662.278007,1,222,4404,239,107,8.182965,0.007226,0.090033,233,3,8,117,0,0,,10,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,430,1341846662.314144,1,223,4425,248,112,8.191591,0.008626,0.087777,251,2,8,100,0,0,,6,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,431,1341846662.346164,1,224,4424,242,120,8.194161,0.002570,0.088717,227,8,13,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,432,1341846662.378069,1,225,4424,252,124,8.197404,0.003243,0.085583,202,1,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,433,1341846662.414229,1,225,4351,244,134,8.206558,0.009154,0.085163,229,4,8,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,434,1341846662.446102,1,226,4367,239,121,8.211494,0.004935,0.071016,250,4,9,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,435,1341846662.482229,1,227,4393,210,96,8.214531,0.003038,0.066589,277,0,10,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,436,1341846662.514117,1,228,4420,205,113,8.216134,0.001603,0.064238,269,1,2,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,437,1341846662.546261,1,229,4397,219,108,8.218518,0.002384,0.060732,225,2,8,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,438,1341846662.582101,1,230,4412,218,109,8.220694,0.002175,0.059964,240,3,11,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,439,1341846662.620264,1,231,4443,207,108,8.227474,0.006780,0.064219,240,9,7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,440,1341846662.650174,1,232,4457,229,124,8.231875,0.004402,0.057331,258,4,13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,443,1341846662.750127,1,233,4419,197,110,8.244348,0.001212,0.050254,226,1,10,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,444,1341846662.782002,1,234,4436,203,140,8.249103,0.004755,0.040872,234,4,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,445,1341846662.814097,1,235,4477,223,138,8.258496,0.009393,0.042969,197,3,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,446,1341846662.850193,1,236,4489,220,153,8.283932,0.025435,0.047826,234,1,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,471,1341846663.686099,1,237,4438,295,118,8.432428,0.002441,0.000000,256,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,472,1341846663.722109,1,238,4382,341,172,8.437441,0.005013,0.000000,258,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,473,1341846663.755694,1,239,4397,326,169,8.470322,0.032881,0.000000,230,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,474,1341846663.786304,1,240,4434,300,94,8.496314,0.025992,0.000000,286,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,475,1341846663.822090,1,236,4400,370,151,8.514702,0.018388,0.000000,342,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,476,1341846663.854115,1,237,4431,418,241,8.534965,0.020263,0.000000,334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,477,1341846663.890140,1,238,4474,382,129,8.570798,0.035834,0.000000,343,0,0,0,0,0,,69,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,478,1341846663.921987,1,239,4556,471,132,8.587730,0.016932,0.000000,444,0,0,0,0,0,,39,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,492,1341846664.390101,1,237,4619,649,304,8.800889,0.006358,0.000000,801,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,493,1341846664.426143,1,238,4647,739,382,8.807019,0.006130,0.000000,865,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,494,1341846664.458304,1,239,4765,761,403,8.812518,0.005499,0.000000,796,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,495,1341846664.490116,1,240,4799,787,437,8.818540,0.006022,0.000000,865,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,523,1341846665.430162,1,229,4764,535,235,9.243136,0.026706,0.000000,957,0,0,0,0,0,,15,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,525,1341846665.498226,1,230,4938,680,369,9.264189,0.010117,0.000000,963,0,0,0,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,526,1341846665.530109,1,231,5109,807,496,9.272620,0.008430,0.000000,962,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,527,1341846665.562222,1,232,5056,818,526,9.278357,0.005737,0.000000,908,0,0,0,0,0,,9,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,535,1341846665.834237,1,230,4890,579,341,9.348446,0.007535,0.044014,895,0,5,67,0,0,,4,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,536,1341846665.866106,1,231,5017,626,391,9.360439,0.011993,0.000000,935,0,0,0,0,0,,3,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,537,1341846665.898073,1,232,5179,711,463,9.366130,0.005691,0.040488,901,10,7,86,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,538,1341846665.934076,1,233,5241,723,454,9.372510,0.006380,0.049707,866,11,2,101,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,544,1341846666.134147,1,228,4963,575,356,9.435102,0.011336,0.069222,824,4,6,156,0,0,,2,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,7,0
wrpy_score_v4,546,1341846666.202327,1,229,5007,634,407,9.447148,0.006115,0.070339,791,2,27,133,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,547,1341846666.234319,1,230,5126,688,444,9.456420,0.009272,0.078115,785,9,11,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,548,1341846666.266322,1,231,5346,614,376,9.470869,0.014449,0.000000,915,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,549,1341846666.302195,1,227,5319,450,238,9.486012,0.015143,0.000000,908,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,553,1341846666.434088,1,228,5508,596,327,9.536889,0.016933,0.064958,781,19,22,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,554,1341846666.470060,1,229,5393,624,395,9.538357,0.001468,0.056084,739,18,24,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,555,1341846666.502190,1,230,5423,503,276,9.553849,0.015491,0.056732,677,19,28,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,557,1341846666.570131,1,228,5226,418,250,9.589079,0.005318,0.051755,647,12,18,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,559,1341846666.638072,1,229,5298,455,308,9.601176,0.004473,0.063506,612,0,31,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,562,1341846666.738266,1,230,5380,481,333,9.625051,0.006098,0.066289,602,4,18,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,566,1341846666.870483,1,231,5366,452,332,9.656232,0.006402,0.065273,570,5,40,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,569,1341846666.970036,1,231,5193,249,177,9.692507,0.010960,0.072236,523,6,53,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,571,1341846667.038153,1,232,5251,252,162,9.719405,0.015588,0.093109,368,2,36,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,572,1341846667.074153,1,233,5294,230,121,9.773371,0.053966,0.073125,353,2,57,222,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,573,1341846667.106156,1,234,5266,222,135,9.825963,0.052592,0.084271,348,4,42,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,575,1341846667.174105,1,235,5195,177,98,9.864787,0.030985,0.089147,341,15,38,372,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,27,0
wrpy_score_v4,577,1341846667.238075,1,236,5213,217,110,9.906798,0.012738,0.111491,276,4,14,446,0,0,,2,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,24,0
wrpy_score_v4,578,1341846667.274016,1,237,5256,244,126,9.932884,0.026085,0.102852,320,11,30,376,1,0,0,0,0,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,9,0
wrpy_score_v4,579,1341846667.306189,1,238,5296,258,133,9.957321,0.024437,0.113740,353,13,23,368,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,10,0
wrpy_score_v4,581,1341846667.374345,1,237,5251,311,175,10.053451,0.047294,0.113369,557,13,63,407,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,46,0
wrpy_score_v4,582,1341846667.406982,1,238,5332,373,226,10.070618,0.017167,0.124473,469,7,45,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,583,1341846667.442109,1,239,5427,342,133,10.087455,0.016836,0.134401,478,17,47,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,584,1341846667.474109,1,240,5498,415,176,10.138058,0.050603,0.116110,614,18,71,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,586,1341846667.542298,1,241,5390,303,102,10.195628,0.033121,0.137168,491,13,38,437,1,15,0,2,2,,,,,,,,,0,14,5,15,15,1,0,0,0,0,0,0,1,1,1,51,0
wrpy_score_v4,587,1341846667.574196,1,242,5537,438,194,10.239012,0.043384,0.116084,686,8,48,300,2,0,0,2,1,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,41,0
wrpy_score_v4,588,1341846667.610099,1,243,5594,552,238,10.266475,0.027464,0.128330,675,18,29,292,1,5,0,4,1,,,,,,,,,0,5,0,5,5,1,0,0,0,0,0,0,1,1,1,14,0
wrpy_score_v4,589,1341846667.642293,1,244,5608,571,258,10.279506,0.013030,0.145876,654,30,29,323,0,0,,5,5,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,13,0
wrpy_score_v4,595,1341846667.842103,1,244,5371,542,206,10.384346,0.018778,0.174320,619,15,31,348,0,0,,5,4,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,9,0
wrpy_score_v4,596,1341846667.878139,1,245,5277,567,241,10.403703,0.019357,0.180023,576,11,29,394,2,3,2,4,4,,,,,,,,,0,3,0,3,3,2,0,0,0,0,0,0,2,2,2,21,0
wrpy_score_v4,597,1341846667.910558,1,246,5387,565,260,10.424937,0.021234,0.196230,616,15,30,350,0,0,,2,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,11,0
wrpy_score_v4,598,1341846667.942116,1,247,5384,598,288,10.437910,0.012973,0.217432,632,15,33,339,7,42,1,3,2,,,,,,,,,0,14,28,28,42,7,0,7,0,0,0,0,7,7,7,5,0
wrpy_score_v4,600,1341846668.010215,1,248,5222,539,221,10.457972,0.005400,0.209792,609,15,22,361,4,0,0,10,4,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4,10,0
wrpy_score_v4,601,1341846668.046247,1,249,5275,573,278,10.475965,0.017993,0.232275,627,7,23,357,2,2,0,2,1,,,,,,,,,0,2,0,2,2,2,0,0,0,0,0,0,2,2,2,13,0
wrpy_score_v4,602,1341846668.078111,1,250,5371,589,304,10.486605,0.010639,0.175537,715,15,40,240,0,0,,3,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,0
wrpy_score_v4,603,1341846668.110130,1,251,5436,603,284,10.492355,0.005750,0.195088,688,18,21,279,0,0,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,605,1341846668.178208,1,249,5340,534,199,10.541094,0.020762,0.093411,776,13,42,174,0,0,,3,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,16,0
wrpy_score_v4,606,1341846668.211262,1,250,5505,590,231,10.550560,0.009466,0.102360,809,16,32,139,1,10,0,3,3,,,,,,,,,0,7,9,10,10,1,0,0,0,0,0,0,1,1,1,3,0
wrpy_score_v4,607,1341846668.246163,1,251,5633,609,242,10.553625,0.003064,0.116279,754,10,17,161,3,0,0,2,2,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,4,0
wrpy_score_v4,608,1341846668.278397,1,252,5731,568,245,10.560571,0.006947,0.146009,803,13,43,111,0,0,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,614,1341846668.478153,1,253,5577,499,122,10.728112,0.053839,0.142327,746,9,24,63,1,0,0,5,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,0
wrpy_score_v4,615,1341846668.514213,1,254,5473,569,230,10.773702,0.045590,0.144268,782,8,16,58,2,0,1,5,1,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,1,0
wrpy_score_v4,616,1341846668.546115,1,255,5582,633,307,10.800862,0.027160,0.144557,745,1,9,69,0,0,,6,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,617,1341846668.582467,1,256,5544,624,260,10.818556,0.017694,0.118496,776,16,17,22,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,618,1341846668.614140,1,255,5366,529,178,10.832467,0.013912,0.117555,722,12,17,29,1,0,1,34,1,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
wrpy_score_v4,619,1341846668.646312,1,256,5445,580,277,10.846948,0.014480,0.119639,716,10,20,42,0,0,,6,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,620,1341846668.682455,1,257,5439,566,269,10.861974,0.015027,0.174697,583,4,17,74,0,0,,7,6,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,621,1341846668.714133,1,258,5370,596,239,10.870750,0.008776,0.179801,581,12,14,75,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,625,1341846668.850214,1,258,5176,551,216,10.922839,0.003172,0.131344,476,10,12,59,1,0,4,7,3,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
wrpy_score_v4,626,1341846668.882442,1,259,5202,576,275,10.927089,0.004251,0.125120,507,8,8,37,0,0,,7,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,627,1341846668.914289,1,260,5250,627,320,10.941083,0.013994,0.125436,528,3,11,53,0,0,,3,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,628,1341846668.950088,1,261,5267,601,286,10.950456,0.009372,0.134209,498,14,6,74,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,633,1341846669.118346,1,262,5156,601,210,11.010401,0.007649,0.153467,595,6,7,102,0,0,,69,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,634,1341846669.150086,1,263,5234,635,294,11.025943,0.015542,0.163675,610,16,6,131,0,0,,6,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,635,1341846669.182477,1,264,5315,673,357,11.032693,0.006750,0.153158,656,16,17,98,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,636,1341846669.218046,1,265,5338,691,349,11.051191,0.018498,0.155371,635,12,4,119,0,0,,36,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,644,1341846669.486175,1,260,5197,651,269,11.159007,0.026375,0.097510,739,2,8,68,0,0,,6,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,645,1341846669.518033,1,261,5248,704,333,11.169617,0.010609,0.087083,726,3,3,64,0,0,,16,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,646,1341846669.554159,1,262,5366,708,373,11.183346,0.013730,0.087734,758,0,2,72,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,647,1341846669.586348,1,263,5403,724,358,11.192508,0.009162,0.063395,729,7,15,31,0,0,,9,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,652,1341846669.754171,1,262,5263,643,267,11.273387,0.003850,0.113763,721,12,8,105,0,0,,5,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,653,1341846669.786139,1,263,5298,656,335,11.286081,0.012693,0.085465,764,14,16,67,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,654,1341846669.822151,1,264,5407,700,372,11.292413,0.006332,0.092946,733,13,6,92,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,655,1341846669.854118,1,265,5458,688,339,11.296521,0.004109,0.099541,701,9,9,109,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,660,1341846670.022242,1,261,5325,549,241,11.357059,0.014534,0.134277,740,27,35,169,0,0,,3,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,661,1341846670.054135,1,262,5305,595,314,11.362185,0.005126,0.138304,676,13,19,222,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
