case,dataset_id,method,profile,protocol_valid,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_rmse_m,rper_rmse_deg,estimated_poses,camera_sha16,keyframe_timeline_sha16,run_dir
whalfsphere_d2ma_b_r5,external_whalfsphere_rawrgb_rawdepth_mask,d2ma_b_r5,hybrid_sequential_semantic_only,1,1064,0.29704075935231716,0.15609311235748924,0.11884398598286396,0.823257551203868,0.016220400138605894,0.48440217992782175,1067,aef3dfbd304bed75,3e834751c7c00991,/home/lj/dynamic-slam-public/runs/canonical_sidechannel_six_20260513_233737/whalfsphere_d2ma_b_r5
whalfsphere_raw,external_whalfsphere_rawrgb_rawdepth_mask,raw,hybrid_sequential_semantic_only,1,1064,0.29704075935231716,0.5064386497158724,0.2909794784452067,0.48440446593898756,0.019395705105377463,0.5227659945891182,1067,d7c425c6ea807e70,22afb04af0eecd2f,/home/lj/dynamic-slam-public/runs/canonical_sidechannel_six_20260513_233737/whalfsphere_raw
wrpy_d2ma_b_r5,external_wrpy_rawrgb_rawdepth_mask,d2ma_b_r5,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.2699994375074346,0.12072192570782232,0.361678485496571,0.0261731926584138,0.6060053888883153,909,d7db27b3b12f0c13,240fc4a620f7a08e,/home/lj/dynamic-slam-public/runs/canonical_sidechannel_six_20260513_233737/wrpy_d2ma_b_r5
wrpy_d2ma_min,external_wrpy_rawrgb_rawdepth_mask,d2ma_min,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.4748237461785551,0.15666828521533055,0.17269101408200735,0.024819068726148762,0.6149428195837757,909,f9a0ae183efebd38,992be3f6a6276d23,/home/lj/dynamic-slam-public/runs/canonical_sidechannel_six_20260513_233737/wrpy_d2ma_min
wrpy_samecount_nonboundary_r5,external_wrpy_rawrgb_rawdepth_mask,samecount_nonboundary_r5,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.6044245531259185,0.15630568296415367,0.13888401256218397,0.025395075791235254,0.5930529011934527,909,4463f344dfdef483,a78eb01436bb04e2,/home/lj/dynamic-slam-public/runs/canonical_sidechannel_six_20260513_233737/wrpy_samecount_nonboundary_r5
wxyz_d2ma_b_r5,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_b_r5,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.017884008050644086,0.01604339384335689,0.9743573069394601,0.011772420044305934,0.37544396156156334,859,05e012796d16f66e,fb642444f6847d07,/home/lj/dynamic-slam-public/runs/canonical_sidechannel_six_20260513_233737/wxyz_d2ma_b_r5
