date,run_id,dataset_id,profile,maintenance_period,repeat_id,matched_poses,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_se3_rmse_m,rper_se3_rmse_deg,trajectory_sha256,keyframe_timeline_sha256,returncode,notes,run_dir
2026-05-13,backend_map_admission_v2_gate_full_v2_compat,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_1,857,0.01819210416379187,0.016019395770813356,0.972088733955016,0.012129946920710555,0.37242448787304644,2347b2727a0def47d4ba4ea55bfe205ea6a872a96eddb102c718c0d0d4558d58,c1fcba0b72c379975f57fbbf86d22c49b2a974f942084014db300c8a9c0522c5,0,full V2 compatibility after gate switches; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/full_v2_compat
2026-05-13,backend_map_admission_v2_gate_create_new_keyframe_plus_localmapping,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_1,857,0.01793393810738161,0.016273847525171116,0.9755167128156471,0.01216063796284151,0.3677589268210792,963b004699db984fc94ca6c902aeadf3ae7d888cc8e171ba037f15d49c8f58dd,ca4a144976a04230e5528c4172e5d906786fe06f6f7f785845565cef8fc51de2,0,CreateNewKeyFrame + LocalMapping only; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/create_new_keyframe_plus_localmapping
2026-05-13,backend_map_admission_v2_gate_create_new_keyframe_plus_localmapping_r2,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_2,857,0.01793393810738161,0.016273847525171116,0.9755167128156471,0.01216063796284151,0.3677589268210792,963b004699db984fc94ca6c902aeadf3ae7d888cc8e171ba037f15d49c8f58dd,ca4a144976a04230e5528c4172e5d906786fe06f6f7f785845565cef8fc51de2,0,CreateNewKeyFrame + LocalMapping only repeat; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/create_new_keyframe_plus_localmapping_r2
2026-05-13,backend_map_admission_v2_gate_stereo_initialization_only,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_1,857,0.6026911295519861,0.2806733366773446,0.16826145567804537,0.019679005179734445,0.5097668104373941,62e123003796ca42f2d8a619fd541d230a3b4a4bbc8cd8841ec19b514100abdb,56b59bf3ee35e98bafd176ff8251a0380351b79e70217593ccec675c52b572b3,0,StereoInitialization only; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/stereo_initialization_only
2026-05-13,backend_map_admission_v2_gate_full_v2_minus_need_new_keyframe,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_1,857,0.017466344929029574,0.015512930789050229,0.9739678095605736,0.012085069022086649,0.38447860865966144,a9c91a31f069b0147f4cef0c6bcfd1946503b68d96ffbb3984be2c3dafc4e427,acd244b0ba32e135055f7dc75d150db46f3037a99ebdf509e0b16b755df8df8f,0,Full V2 minus NeedNewKeyFrame; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/full_v2_minus_need_new_keyframe
2026-05-13,backend_map_admission_v2_gate_full_v2_minus_need_new_keyframe_r2,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_2,857,0.017466344929029574,0.015512930789050229,0.9739678095605736,0.012085069022086649,0.38447860865966144,a9c91a31f069b0147f4cef0c6bcfd1946503b68d96ffbb3984be2c3dafc4e427,acd244b0ba32e135055f7dc75d150db46f3037a99ebdf509e0b16b755df8df8f,0,Full V2 minus NeedNewKeyFrame repeat; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/full_v2_minus_need_new_keyframe_r2
2026-05-13,backend_map_admission_v2_gate_create_new_keyframe_only,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_1,857,0.02560076824751233,0.024892283453742222,0.9804313379705574,0.013676575659985382,0.38665411096446856,14f327ed40c766bce77f0030735111bb244275b8536fd843a1ba5b074d20af56,5d428e5546cf7ecf6993fadebea1c5186145bb4df4ca57e3ec595e62fc2a25e4,0,CreateNewKeyFrame only; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/create_new_keyframe_only
2026-05-13,backend_map_admission_v2_gate_create_new_keyframe_only_r2,ablation_ei_A_raw_rgb_raw_depth_wxyz,hybrid_sequential_semantic_only,4,run_2,857,0.02560076824751233,0.024892283453742222,0.9804313379705574,0.013676575659985382,0.38665411096446856,14f327ed40c766bce77f0030735111bb244275b8536fd843a1ba5b074d20af56,5d428e5546cf7ecf6993fadebea1c5186145bb4df4ca57e3ec595e62fc2a25e4,0,CreateNewKeyFrame only repeat; depth invalidation off; mask side-channel only,/home/lj/dynamic-slam-public/runs/backend_map_admission_v2_gate_ablation_20260513_144136/create_new_keyframe_only_r2
2026-05-13,external_wstatic_raw_baseline,external_wstatic_rawrgb_rawdepth_mask,hybrid_sequential_semantic_only,4,run_1,740,0.04376990730681336,0.015914335625286574,0.32829674252892127,0.02235414898726376,0.40034685581739715,afb6ad9ef2460c19d950137174e95d0a627d061fa7d01ab54a152b5232189004,f0ca9ca657df97a3ae39bc853b0c78b07106cf2a2e2ddd2b07540cc8a6c43e04,0,walking_static raw RGB-D baseline; no mask side-channel passed; association timing diagnostic has 17 rgb-depth and 3 gt pairs over 0.03s,/home/lj/dynamic-slam-public/runs/external_wstatic_d2ma_min_20260513_162610/raw_baseline
2026-05-13,external_wstatic_d2ma_min,external_wstatic_rawrgb_rawdepth_mask,hybrid_sequential_semantic_only,4,run_1,740,0.017037059986040354,0.01169476034946591,0.64655604726543,0.012511439461624797,0.24755671410413752,fd1ed211f47dd700fb03f39514a8a5a1e125b54630366e95f96d5aa4078a7c79,651234b59dd9a45487ddb7b976612d6f81f897b1c65c291c1ad2edad83888fd8,0,walking_static D2MA-min CreateNewKeyFrame + LocalMapping; raw RGB-D unchanged; improves SE3/RPE but scale still not near 1,/home/lj/dynamic-slam-public/runs/external_wstatic_d2ma_min_20260513_162610/d2ma_min
