case,dataset_id,method,profile,protocol_valid,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_rmse_m,rper_rmse_deg,estimated_poses,camera_sha16,keyframe_timeline_sha16,run_dir
smoke30_wxyz_d2ma_b_r5_static_refine,backend_maskonly_smoke30_wxyz,d2ma_b_r5_static_pose_refine,hybrid_sequential_semantic_only,1,28,0.009708737864077669,0.07547658472101715,0.012122666166122802,0.41563841117349815,0.01622721023834402,0.6510070824407406,30,57348b7736f61ced,c02126ae719cf3b2,/home/lj/dynamic-slam-public/runs/static_pose_refine_20260515_140728/smoke30_wxyz_d2ma_b_r5_static_refine
wrpy_d2ma_b_r5_baseline_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_b_r5,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.2680749160997869,0.12273183719257286,0.36167992530996357,0.027776839193470116,0.6305991635197659,909,4d07f6485ecbedd4,e166ec21f45141d7,/home/lj/dynamic-slam-public/runs/static_pose_refine_20260515_140728/wrpy_d2ma_b_r5_baseline_r1
wrpy_d2ma_b_r5_static_refine_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_b_r5_static_pose_refine,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.28366939915868633,0.12811500680927562,0.33924967400323397,0.02640686653815581,0.6156472887205251,909,210c3fceb5966928,679063dd3422a270,/home/lj/dynamic-slam-public/runs/static_pose_refine_20260515_140728/wrpy_d2ma_b_r5_static_refine_r1
wrpy_d2ma_b_r5_static_refine_strict_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_b_r5_static_pose_refine,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.25944362111773045,0.11915662073621729,0.37487845267898373,0.026575549443499227,0.6141304441734371,909,9924cf9e8eb2cb6e,94ed46b8a86ccb35,/home/lj/dynamic-slam-public/runs/static_pose_refine_20260515_140728/wrpy_d2ma_b_r5_static_refine_strict_r1
wxyz_d2ma_b_r5_baseline_r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_b_r5,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.017243763564483653,0.015865841207913057,0.9780009610100234,0.012270882089034041,0.37376624942921716,859,03dcda90e1e28e4f,17b52f4a4fae8e5e,/home/lj/dynamic-slam-public/runs/static_pose_refine_20260515_140728/wxyz_d2ma_b_r5_baseline_r1
wxyz_d2ma_b_r5_static_refine_strict_r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_b_r5_static_pose_refine,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.017900704201728197,0.016599658388153696,0.9781724009637104,0.012146515533923005,0.3706481515533627,859,da89e6dead40426a,eec9034d169a362d,/home/lj/dynamic-slam-public/runs/static_pose_refine_20260515_140728/wxyz_d2ma_b_r5_static_refine_strict_r1
