case,dataset_id,method,profile,protocol_valid,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_rmse_m,rper_rmse_deg,estimated_poses,camera_sha16,keyframe_timeline_sha16,run_dir
wrpy_score_v4_precision_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_score_lm_only_v4_precision,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.3192959295911903,0.13174370806388938,0.3027091999208948,0.02573739650054402,0.5983742654468625,909,905ad872518ba14b,980ae5a15ca104ae,/home/lj/dynamic-slam-public/runs/precision_candidate_existing_20260515_152926/wrpy_score_v4_precision_r1
wrpy_supportq_precision_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_supportq_lm_only_b_r5_s18_m2_o2_q2_precision,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.3596526317118635,0.13915983478055124,0.26249925557656734,0.024323254070084385,0.5770358298971582,909,349821b4b4294bb9,ec72bcf6eff8f909,/home/lj/dynamic-slam-public/runs/precision_candidate_existing_20260515_152926/wrpy_supportq_precision_r1
wxyz_score_v4_precision_r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_score_lm_only_v4_precision,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.018409385090574333,0.015859385223448187,0.9698088237500245,0.011671344768648147,0.3735756765624706,859,b849dd86ee50f2b3,4a08558b2acaa811,/home/lj/dynamic-slam-public/runs/precision_candidate_existing_20260515_152926/wxyz_score_v4_precision_r1
wxyz_supportq_precision_r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_supportq_lm_only_b_r5_s18_m2_o2_q2_precision,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.0172348359607417,0.015260425473831827,0.9740207487843896,0.011663015601059574,0.36869664392113394,859,5c955ff484ac6a58,617de4bef44c5418,/home/lj/dynamic-slam-public/runs/precision_candidate_existing_20260515_152926/wxyz_supportq_precision_r1
