frame_index,rgb_timestamp,depth_timestamp,detections,filtered_detections,mask_ratio,mean_relevance,mean_foundation,mean_motion,mean_geometry_dynamic,mean_tube_motion,mean_track_confirmation,mean_dynamic_memory,scene_dynamic_context,temporal_window_length,temporal_prompt_records,temporal_prompt_frames,temporal_oldest_prompt_age,temporal_latest_prompt_age,temporal_propagation_span_frames,temporal_history_max_frames,runtime_ms,mode,rgb_path,depth_path
17,1341846314.089801,1341846314.089812,2,2,0.3631868489583333,0.8068504371594369,0.6092971955855786,0.15814090283793855,0.20718772014740072,0.32475361162118316,0.6376538900274091,0.4328246656045528,0.18599436404248748,0,0,0,0,0,0,0,70.94597816467285,propagate,rgb/1341846314.089801.png,depth/1341846314.089812.png
18,1341846314.122037,1341846314.122046,2,2,0.3219140625,0.8077852752617476,0.60720945175665,0.1807211113869721,0.2646072948853476,0.3650751458201611,0.6434195769516156,0.44354287401157005,0.19441073091431593,0,0,0,0,0,0,0,2909.893035888672,refresh,rgb/1341846314.122037.png,depth/1341846314.122046.png
19,1341846314.157989,1341846314.158005,2,2,0.34128255208333336,0.8084999109900493,0.6059157936223118,0.17341544144314083,0.2746542082475819,0.3911822406334711,0.6461156867718547,0.4540543718309281,0.1988716292807216,0,0,0,0,0,0,0,81.4824104309082,propagate,rgb/1341846314.157989.png,depth/1341846314.158005.png
20,1341846314.190094,1341846314.190124,2,2,0.35799479166666665,0.8093287241291951,0.6087048167924209,0.1654533304838387,0.27948714025476207,0.4138407416179569,0.6485502219292005,0.46421878310044207,0.20061522968218667,0,0,0,0,0,0,0,75.20055770874023,propagate,rgb/1341846314.190094.png,depth/1341846314.190124.png
21,1341846314.225969,1341846314.226054,2,2,0.3241276041666667,0.8045219290962049,0.593856252175592,0.1638514629029996,0.28988410196056624,0.4335363137230369,0.6488955614839551,0.47303933038590373,0.20267411763000706,0,0,0,0,0,0,0,2851.6390323638916,refresh,rgb/1341846314.225969.png,depth/1341846314.226054.png
22,1341846314.257923,1341846314.257955,2,2,0.3462955729166667,0.8049938998815452,0.5970177605952489,0.22926308252439456,0.3265751288839803,0.4637114574291781,0.6488813439506389,0.4828233448119174,0.2166007946981342,0,0,0,0,0,0,0,74.01275634765625,propagate,rgb/1341846314.257923.png,depth/1341846314.257955.png
23,1341846314.290052,1341846314.290094,2,2,0.36443359375,0.8057508798198824,0.6003739886262581,0.255538424907398,0.3279312031719718,0.4833034309103677,0.651397708148856,0.49215387874318767,0.2295245446702341,0,0,0,0,0,0,0,84.27953720092773,propagate,rgb/1341846314.290052.png,depth/1341846314.290094.png
24,1341846314.325981,1341846314.326013,2,2,0.31591471354166667,0.7991805632185094,0.5901508986017798,0.25160486929449033,0.3237540108417716,0.5123839862122495,0.6551110618402602,0.5016009152403985,0.24038068305058144,0,0,0,0,0,0,0,2846.8985557556152,refresh,rgb/1341846314.325981.png,depth/1341846314.326013.png
25,1341846314.357905,1341846314.357937,2,2,0.33642903645833333,0.8002693435920815,0.5918572836314078,0.32782614430462276,0.3704746020794819,0.55094490300881,0.6610654278899553,0.5126881685306689,0.260386405474521,0,0,0,0,0,0,0,74.10264015197754,propagate,rgb/1341846314.357905.png,depth/1341846314.357937.png
26,1341846314.389899,1341846314.389929,2,2,0.35479166666666667,0.8013600714969046,0.595537478291107,0.36335050655937556,0.3952186375173258,0.5826354381899375,0.6659832954398075,0.5261165902451457,0.28173341286899556,0,0,0,0,0,0,0,71.62189483642578,propagate,rgb/1341846314.389899.png,depth/1341846314.389929.png
27,1341846314.427905,1341846314.427105,2,2,0.320576171875,0.8068630966508932,0.5999651516339017,0.36546216311900914,0.3907049664336455,0.6056735849172286,0.6721192722501014,0.5384393267620389,0.2982537787560956,0,0,0,0,0,0,0,2856.166362762451,refresh,rgb/1341846314.427905.png,depth/1341846314.427105.png
28,1341846314.458114,1341846314.427105,2,2,0.338798828125,0.8077806700278487,0.602984770137975,0.4085722105693961,0.43259633787013724,0.6369797362206306,0.6791543356271255,0.5533008404725483,0.3204715338783861,0,0,0,0,0,0,0,68.51983070373535,propagate,rgb/1341846314.458114.png,depth/1341846314.427105.png
29,1341846314.493987,1341846314.493999,2,2,0.352568359375,0.808610631078401,0.6055121985202931,0.46179368497508577,0.48567522763004495,0.666053066699223,0.6859230670447662,0.570560419361593,0.348528786713704,0,0,0,0,0,0,0,77.46028900146484,propagate,rgb/1341846314.493987.png,depth/1341846314.493999.png
30,1341846314.526085,1341846314.526098,2,2,0.31123046875,0.8009332205317368,0.5815722549276174,0.48289430924586113,0.5228652505304356,0.6835278176970339,0.685639293201576,0.5851303786330441,0.37571354982176436,0,0,0,0,0,0,0,2846.9088077545166,refresh,rgb/1341846314.526085.png,depth/1341846314.526098.png
31,1341846314.558292,1341846314.558316,2,2,0.33031901041666667,0.80171593543254,0.5843341309309442,0.5004147812353963,0.53455424278695,0.6979729770643024,0.685831367614165,0.5987927313597345,0.39699382807792366,0,0,0,0,0,0,0,93.52803230285645,propagate,rgb/1341846314.558292.png,depth/1341846314.558316.png
32,1341846314.594085,1341846314.594096,2,2,0.342802734375,0.8025606536028034,0.5866353942432565,0.4810748173150784,0.5171458471473763,0.705033660755385,0.6851717564133524,0.6077860254344147,0.4080551593760944,0,0,0,0,0,0,0,86.82942390441895,propagate,rgb/1341846314.594085.png,depth/1341846314.594096.png
33,1341846314.626096,1341846314.626112,2,2,0.30319010416666664,0.8016186458133219,0.5804097013815417,0.40491292260426326,0.44774661060536675,0.7017355765424592,0.6806224165652067,0.6081903301316077,0.39915994220632156,0,0,0,0,0,0,0,352.95653343200684,refresh,rgb/1341846314.626096.png,depth/1341846314.626112.png
34,1341846314.658455,1341846314.658464,2,2,0.32291341145833335,0.8019534791482614,0.5834066170823959,0.408028920219785,0.4387671301975533,0.7111524816220216,0.6810058879990113,0.6099614295221869,0.3915148747295463,0,0,0,0,0,0,0,75.37078857421875,propagate,rgb/1341846314.658455.png,depth/1341846314.658464.png
35,1341846314.694004,1341846314.694021,2,2,0.33336263020833334,0.8026636357677955,0.5854232439994504,0.4252154212770991,0.4698263537241083,0.7228031231771725,0.682731633854875,0.613676466670148,0.39212016195888943,0,0,0,0,0,0,0,72.4785327911377,propagate,rgb/1341846314.694004.png,depth/1341846314.694021.png
36,1341846314.72591,1341846314.725925,2,2,0.2919694010416667,0.8040987808577374,0.5848528150978874,0.40281316646916754,0.4464134853230904,0.72865792659071,0.6843095520072393,0.615299340428764,0.3879531125225679,0,0,0,0,0,0,0,2815.082788467407,refresh,rgb/1341846314.725910.png,depth/1341846314.725925.png
37,1341846314.761942,1341846314.761957,2,2,0.30590169270833334,0.804497683424144,0.5873456993225203,0.3070130304334878,0.3671589567538891,0.7138882709619807,0.6790551238925331,0.612147384444166,0.3630277776607926,0,0,0,0,0,0,0,73.76527786254883,propagate,rgb/1341846314.761942.png,depth/1341846314.761957.png
38,1341846314.79403,1341846314.794045,2,2,0.317607421875,0.8046551451972446,0.5914637992668066,0.29051030629358066,0.3430302669841299,0.7144276027354914,0.6784216286600178,0.6101167497704894,0.34057539213570953,0,0,0,0,0,0,0,73.07147979736328,propagate,rgb/1341846314.794030.png,depth/1341846314.794045.png
39,1341846314.826092,1341846314.826834,2,2,0.260576171875,0.7655747218030069,0.5843677769583336,0.2949577450145856,0.345823695971584,0.7210727734652349,0.6777885247139337,0.609070391194696,0.3265771643407821,0,0,0,0,0,0,0,2791.011333465576,refresh,rgb/1341846314.826092.png,depth/1341846314.826834.png
40,1341846314.862145,1341846314.862165,2,2,0.2682877604166667,0.766318295543616,0.5856769643688557,0.2454256715348047,0.3346194145556618,0.7167850143800716,0.6739948833080749,0.6079059750341165,0.30824896155396325,0,0,0,0,0,0,0,69.51284408569336,propagate,rgb/1341846314.862145.png,depth/1341846314.862165.png
41,1341846314.894072,1341846314.894099,2,2,0.28320963541666666,0.7695885660611403,0.5888854030736551,0.22882795787625151,0.33635495977480523,0.7209505553071964,0.6735665783777468,0.607662617070367,0.29366363570454573,0,0,0,0,0,0,0,71.22445106506348,propagate,rgb/1341846314.894072.png,depth/1341846314.894099.png
42,1341846314.925969,1341846314.92618,2,2,0.2664615885416667,0.8012203280035599,0.5843009593345361,0.22597137812247095,0.3047924832934792,0.7343917331370768,0.6770141742853877,0.6087549274529656,0.2817211464983492,0,0,0,0,0,0,0,2786.4022254943848,refresh,rgb/1341846314.925969.png,depth/1341846314.926180.png
43,1341846314.961937,1341846314.961953,2,2,0.28253255208333333,0.8021174523393886,0.5859672992470739,0.1939525135191094,0.2707083277567159,0.7377408705955963,0.6767132791228891,0.6099799024662866,0.2640755585321357,0,0,0,0,0,0,0,73.45414161682129,propagate,rgb/1341846314.961937.png,depth/1341846314.961953.png
44,1341846314.994564,1341846314.994623,2,2,0.2961555989583333,0.8026923345304194,0.5879469852284014,0.24727197569288073,0.3179674286443557,0.7546858274924259,0.6778661185431731,0.6127987464526758,0.2632058305547795,0,0,0,0,0,0,0,73.02689552307129,propagate,rgb/1341846314.994564.png,depth/1341846314.994623.png
45,1341846315.0299,1341846315.029915,2,2,0.24254557291666667,0.7830759260928184,0.6322945237670392,0.26606898687925457,0.3233376759347225,0.769042911741133,0.6873101187033013,0.6183332082062026,0.2688042734466355,0,0,0,0,0,0,0,2961.059093475342,refresh,rgb/1341846315.029900.png,depth/1341846315.029915.png
46,1341846315.061965,1341846315.061978,2,2,0.260859375,0.8054269434710796,0.5874601580920435,0.2793668671508536,0.33807583049009127,0.7813072160076918,0.6867006501991979,0.6216989176019663,0.2747331118304647,0,0,0,0,0,0,0,77.8658390045166,propagate,rgb/1341846315.061965.png,depth/1341846315.061978.png
47,1341846315.094388,1341846315.094437,2,2,0.278388671875,0.8058546127859814,0.5904535652609695,0.2230031813142681,0.29264233666204387,0.7743714088597751,0.6833621090133182,0.6234955902515023,0.2648222747307895,0,0,0,0,0,0,0,73.32324981689453,propagate,rgb/1341846315.094388.png,depth/1341846315.094437.png
48,1341846315.129851,1341846315.12987,2,2,0.24006510416666665,0.8056977287740011,0.6321506227235771,0.21899938464982358,0.2230735877773775,0.7806703871788239,0.684885866560125,0.6272983704615751,0.2514448374761726,0,0,0,0,0,0,0,2839.610815048218,refresh,rgb/1341846315.129851.png,depth/1341846315.129870.png
49,1341846315.161941,1341846315.161996,2,2,0.25298177083333334,0.8014154351688136,0.5749516243719639,0.27156807063841226,0.2909213890992475,0.7962892499501123,0.6852710145870831,0.6292434997794537,0.2550435346343275,0,0,0,0,0,0,0,73.56524467468262,propagate,rgb/1341846315.161941.png,depth/1341846315.161996.png
50,1341846315.197984,1341846315.198005,2,2,0.27197916666666666,0.8019185500959112,0.5767938131469958,0.2283710327541616,0.2160855762025582,0.7895091853321836,0.6793714752631643,0.6299840766377418,0.24384471292571547,0,0,0,0,0,0,0,75.85763931274414,propagate,rgb/1341846315.197984.png,depth/1341846315.198005.png
51,1341846315.230076,1341846315.230133,2,2,0.250048828125,0.8111108077094513,0.6317906166356043,0.22410519537877732,0.16414858451997977,0.7950700966004451,0.6852457906318375,0.633526803862586,0.2321964193299224,0,0,0,0,0,0,0,2884.7618103027344,refresh,rgb/1341846315.230076.png,depth/1341846315.230133.png
52,1341846315.262069,1341846315.262081,2,2,0.27177734375,0.8074800963049404,0.5864782904025403,0.18534585711019796,0.12799803960805367,0.7887157729242795,0.6803709752574467,0.6334044329091761,0.21352593201135472,0,0,0,0,0,0,0,70.60837745666504,propagate,rgb/1341846315.262069.png,depth/1341846315.262081.png
53,1341846315.298,1341846315.298018,2,2,0.29845052083333334,0.8078427290421574,0.5899824192594729,0.17936206740528016,0.16707907983066006,0.7861590027732563,0.6827105455442148,0.6331901868707002,0.20333297183354204,0,0,0,0,0,0,0,71.89440727233887,propagate,rgb/1341846315.298000.png,depth/1341846315.298018.png
54,1341846315.329931,1341846315.329946,2,2,0.13263997395833332,0.70831216216135,0.5847760668882418,0.2812868193230934,0.21345463875611265,0.8044838490920433,0.6861377526265307,0.6348095894694337,0.21972723608209466,0,0,0,0,0,0,0,2786.513566970825,refresh,rgb/1341846315.329931.png,depth/1341846315.329946.png
55,1341846315.361981,1341846315.362046,2,2,0.14788736979166667,0.7321161420887914,0.5887435140960215,0.37537572040867706,0.31042938279720605,0.8159181417212928,0.6894580228898334,0.6373974821896716,0.2538455247660605,0,0,0,0,0,0,0,73.97222518920898,propagate,rgb/1341846315.361981.png,depth/1341846315.362046.png
56,1341846315.397962,1341846315.397976,2,2,0.16369466145833333,0.7435069455461776,0.5924691210612785,0.4119706470041441,0.3628855219763825,0.8164396477381208,0.690754683540594,0.6394804479175231,0.28684283753868645,0,0,0,0,0,0,0,69.63896751403809,propagate,rgb/1341846315.397962.png,depth/1341846315.397976.png
57,1341846315.429923,1341846315.429935,2,2,0.27200520833333336,0.8054548968399119,0.6366080394725185,0.4597840531093052,0.3546025183648123,0.8362158576511726,0.6998456732214969,0.6450677333202843,0.31643615247008455,0,0,0,0,0,0,0,2801.2752532958984,refresh,rgb/1341846315.429923.png,depth/1341846315.429935.png
58,1341846315.466047,1341846315.466062,2,2,0.2855501302083333,0.8014281444688128,0.5861651826871436,0.45839446895168146,0.3874602437041122,0.8457695997903498,0.6998680738101171,0.6479305034674854,0.3386353557637502,0,0,0,0,0,0,0,-2431.079864501953,propagate,rgb/1341846315.466047.png,depth/1341846315.466062.png
59,1341846315.497883,1341846315.497894,2,2,0.30274088541666666,0.8022568805120747,0.5912025887375245,0.4568515808313634,0.41743981962178967,0.8541243254474147,0.6994187037949876,0.6519789973561957,0.35500485467498627,0,0,0,0,0,0,0,72.91913032531738,propagate,rgb/1341846315.497883.png,depth/1341846315.497894.png
60,1341846315.530008,1341846315.530017,1,1,0.15470703125,0.8332563992278863,0.6872837893846044,0.18669026612194428,0.14754215294437595,0.7796768777217536,0.6968159105389803,0.6298004523362853,0.3021259227328199,0,0,0,0,0,0,0,1449.6214389801025,refresh,rgb/1341846315.530008.png,depth/1341846315.530017.png
61,1341846315.566108,1341846315.566126,1,1,0.16478841145833334,0.824066340830451,0.5737002835488328,0.15492207039204628,0.15878826104092458,0.7840781513771793,0.6921987529762257,0.6296568881979264,0.2599875510211376,0,0,0,0,0,0,0,68.59993934631348,propagate,rgb/1341846315.566108.png,depth/1341846315.566126.png
62,1341846315.597986,1341846315.598051,1,1,0.173701171875,0.8244968223459072,0.5760787994129112,0.13565288686491667,0.16840767408786195,0.7870410948607605,0.6888671002985401,0.629980969019658,0.22718875870193883,0,0,0,0,0,0,0,69.20623779296875,propagate,rgb/1341846315.597986.png,depth/1341846315.598051.png
63,1341846315.630109,1341846315.630136,1,1,0.14761067708333334,0.8351958053000166,0.6890558566649755,0.14134434643878319,0.18229720053072457,0.7983187944898578,0.7001183871948673,0.6363806698715724,0.20742110248727175,0,0,0,0,0,0,0,1474.449634552002,refresh,rgb/1341846315.630109.png,depth/1341846315.630136.png
64,1341846315.666042,1341846315.666054,1,1,0.15764973958333334,0.825703648914929,0.5768351587482103,0.14764022566150847,0.2178291424386602,0.8086336049103655,0.6958122893053691,0.6372130316978659,0.19751909417465052,0,0,0,0,0,0,0,71.13122940063477,propagate,rgb/1341846315.666042.png,depth/1341846315.666054.png
65,1341846315.698114,1341846315.698127,1,1,0.16696614583333333,0.8268070993532306,0.579918807962295,0.16779046477326454,0.24991790546997247,0.8199767068103944,0.6956621367623348,0.6391856927379516,0.19846376301805924,0,0,0,0,0,0,0,68.2823657989502,propagate,rgb/1341846315.698114.png,depth/1341846315.698127.png
66,1341846315.733985,1341846315.734001,1,1,0.13829427083333334,0.8352808703700717,0.6848748318878329,0.24530925350661067,0.29869208995947083,0.840233949707554,0.7051085486306662,0.6474025787362505,0.21702709305617973,0,0,0,0,0,0,0,1448.6305713653564,refresh,rgb/1341846315.733985.png,depth/1341846315.734001.png
67,1341846315.766041,1341846315.766053,1,1,0.14864908854166667,0.8241001774728409,0.5740211153502599,0.3264744735662226,0.3611733172605817,0.8595567590672953,0.7009300477978343,0.6505866970987484,0.2470250952518101,0,0,0,0,0,0,0,65.50002098083496,propagate,rgb/1341846315.766041.png,depth/1341846315.766053.png
68,1341846315.798188,1341846315.798246,1,1,0.15892578125,0.8231283638424098,0.5782632629332146,0.2686349251241862,0.3572354827192087,0.8499971968549702,0.6956425751428994,0.6520206551325844,0.2579171748526762,0,0,0,0,0,0,0,67.18063354492188,propagate,rgb/1341846315.798188.png,depth/1341846315.798246.png
69,1341846315.83414,1341846315.834162,1,1,0.12921875,0.8227070145597629,0.6142526289790504,0.24316367688109264,0.3458360047949085,0.846208373065805,0.6975597611773616,0.6542113808680516,0.26151876679371416,0,0,0,0,0,0,0,1439.9065971374512,refresh,rgb/1341846315.834140.png,depth/1341846315.834162.png
70,1341846315.866751,1341846315.868187,1,1,0.136552734375,0.8191800960748699,0.5667179793887808,0.3345550015984976,0.4012920147424779,0.8653351648179307,0.6942714512981348,0.6558010355628171,0.28230787160787363,0,0,0,0,0,0,0,68.36223602294922,propagate,rgb/1341846315.866751.png,depth/1341846315.868187.png
71,1341846315.898492,1341846315.899528,1,1,0.143564453125,0.8195336657772435,0.5692241097693749,0.40099970593686196,0.44437876448044916,0.8791756481112227,0.6945602789137161,0.6585664354937002,0.30924916014191,0,0,0,0,0,0,0,67.64817237854004,propagate,rgb/1341846315.898492.png,depth/1341846315.899528.png
72,1341846315.936901,1341846315.937892,2,2,0.22281575520833333,0.802262132266427,0.631320978159451,0.28495001105085177,0.431502978086341,0.4441907753831207,0.6662962957185127,0.6135812781767779,0.33744840347825666,0,0,0,0,0,0,0,2835.4222774505615,refresh,rgb/1341846315.936901.png,depth/1341846315.937892.png
73,1341846315.966572,1341846315.968053,2,2,0.23507486979166667,0.7979197080574338,0.5738133726381588,0.35012675272417315,0.46262617455466326,0.4668723005051065,0.6675784913781321,0.6183026587841214,0.35843550425544757,0,0,0,0,0,0,0,73.99868965148926,propagate,rgb/1341846315.966572.png,depth/1341846315.968053.png
74,1341846316.002119,1341846315.968053,2,2,0.24930338541666666,0.7983201133861821,0.575842899946583,0.3499141395081873,0.4534012668603111,0.48209065878479584,0.6607835594695981,0.6128827022746004,0.36693566172542497,0,0,0,0,0,0,0,74.76139068603516,propagate,rgb/1341846316.002119.png,depth/1341846315.968053.png
75,1341846316.034204,1341846316.037619,2,2,0.20968098958333334,0.8074869453270964,0.644967920008853,0.35367973709220357,0.43938480540891844,0.496894318829331,0.6642203550805956,0.6068704297625784,0.3699714591371355,0,0,0,0,0,0,0,2875.0510215759277,refresh,rgb/1341846316.034204.png,depth/1341846316.037619.png
76,1341846316.066113,1341846316.066833,2,2,0.22389322916666668,0.8029386162736016,0.5830575537463054,0.35430318339508293,0.4346173983032396,0.5095849170584914,0.6594871199848299,0.5956375112061869,0.36826554962150965,0,0,0,0,0,0,0,74.34248924255371,propagate,rgb/1341846316.066113.png,depth/1341846316.066833.png
77,1341846316.101867,1341846316.101881,2,2,0.23874348958333333,0.803425575635413,0.5852231273572472,0.29578257214279763,0.4180595412348873,0.5084159270509585,0.6539515494917185,0.5842474965690527,0.3560630358709958,0,0,0,0,0,0,0,75.92391967773438,propagate,rgb/1341846316.101867.png,depth/1341846316.101881.png
78,1341846316.134066,1341846316.134082,2,2,0.21174153645833332,0.7653534679056386,0.6523063813169837,0.2826660755562999,0.37424549325451306,0.5121089150957349,0.6573545732559712,0.5767477120524789,0.3428051808001979,0,0,0,0,0,0,0,2908.8973999023438,refresh,rgb/1341846316.134066.png,depth/1341846316.134082.png
79,1341846316.169952,1341846316.202058,2,2,0.23634765625,0.8072486206841835,0.5986290483733652,0.2498635603327911,0.342052789738796,0.5107111481941435,0.6566403609151349,0.5663055850406208,0.3244163860333664,0,0,0,0,0,0,0,69.76008415222168,propagate,rgb/1341846316.169952.png,depth/1341846316.202058.png
80,1341846316.202049,1341846316.202058,2,2,0.252587890625,0.8073327116670326,0.6011364008976001,0.2237946418726609,0.33562171513061945,0.509565775600054,0.6553284617726144,0.5570681394921746,0.30649817139644203,0,0,0,0,0,0,0,69.99897956848145,propagate,rgb/1341846316.202049.png,depth/1341846316.202058.png
81,1341846316.233979,1341846316.233992,1,1,0.084638671875,0.7715474318729196,0.696291566476893,0.26451669258865895,0.33123282493242984,0.8022154309800462,0.7010013313930297,0.6612962879806223,0.3002976461481005,0,0,0,0,0,0,0,1429.6088218688965,refresh,rgb/1341846316.233979.png,depth/1341846316.233992.png
82,1341846316.270052,1341846316.270083,1,1,0.09390299479166667,0.8111189297296331,0.5746193072268251,0.23045565367581206,0.33344783277850765,0.7873015881959111,0.6898357684177486,0.6527260321167093,0.2894138742959241,0,0,0,0,0,0,0,63.590049743652344,propagate,rgb/1341846316.270052.png,depth/1341846316.270083.png
83,1341846316.301915,1341846316.301941,1,1,0.101298828125,0.8109171704997487,0.5752629571538401,0.21898839700521716,0.3623185627373747,0.7775141319409837,0.6825344136741092,0.6455147723004658,0.2817317234845685,0,0,0,0,0,0,0,63.55571746826172,propagate,rgb/1341846316.301915.png,depth/1341846316.301941.png
84,1341846316.334208,1341846316.334244,2,2,0.22919596354166666,0.80561614366555,0.6463289078935367,0.27739563587852323,0.37652856196317497,0.5225999631120195,0.6592413712280765,0.5458823904033097,0.2895612791007059,0,0,0,0,0,0,0,2837.785243988037,refresh,rgb/1341846316.334208.png,depth/1341846316.334244.png
85,1341846316.370006,1341846316.37002,2,2,0.24716471354166666,0.8007870189608062,0.5863252744523011,0.24392571411414546,0.3564727132616413,0.5291524051809036,0.6561322348353598,0.541949451724214,0.28693071225993433,0,0,0,0,0,0,0,67.3372745513916,propagate,rgb/1341846316.370006.png,depth/1341846316.370020.png
86,1341846316.401994,1341846316.402023,2,2,0.2646354166666667,0.8009055720943983,0.5901951056185044,0.21963403864668835,0.35239731240408445,0.5371231767461315,0.65474484751299,0.540157178355528,0.2802781276511786,0,0,0,0,0,0,0,77.70228385925293,propagate,rgb/1341846316.401994.png,depth/1341846316.402023.png
87,1341846316.438069,1341846316.438088,2,2,0.23514973958333332,0.8034103428627961,0.642756319954416,0.2573262914138977,0.3606350113393261,0.5567904751549451,0.6632157939355134,0.5433102843585091,0.2827911235620892,0,0,0,0,0,0,0,2802.0031452178955,refresh,rgb/1341846316.438069.png,depth/1341846316.438088.png
