case,dataset_id,method,profile,protocol_valid,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_rmse_m,rper_rmse_deg,estimated_poses,camera_sha16,keyframe_timeline_sha16,run_dir
wrpy_lifecycle_v9_precision_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.28580332574848577,0.12470074561026742,0.34126145181864104,0.03315431301581476,0.7580532213285922,909,145962acaf63b7c3,f0820804438a49f1,runs/lifecycle_v9_noavx_precision_20260515_162554/wrpy_lifecycle_v9_precision_r1
wrpy_lifecycle_v9_precision_r2,external_wrpy_rawrgb_rawdepth_mask,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.28580332574848577,0.12470074561026742,0.34126145181864104,0.03315431301581476,0.7580532213285922,909,145962acaf63b7c3,f0820804438a49f1,runs/lifecycle_v9_noavx_precision_20260515_162554/wrpy_lifecycle_v9_precision_r2
wxyz_lifecycle_v9_precision_r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.01697467696221212,0.015438902060590875,0.9770446169242201,0.01202941117943906,0.3784427585115359,859,f489b4871e5bb1fe,513990f65056a108,runs/lifecycle_v9_noavx_precision_20260515_162554/wxyz_lifecycle_v9_precision_r1
wxyz_lifecycle_v9_precision_r2,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.01697467696221212,0.015438902060590875,0.9770446169242201,0.01202941117943906,0.3784427585115359,859,f489b4871e5bb1fe,513990f65056a108,runs/lifecycle_v9_noavx_precision_20260515_162554/wxyz_lifecycle_v9_precision_r2
