case,repeat,dataset_id,method,profile,protocol_valid,camera_sha16,keyframe_timeline_sha16,run_dir,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_rmse_m,rper_rmse_deg,estimated_poses,ckf_direct_vetoed_candidates,ckf_accepted_depth_candidates,ckf_boundary_skipped_new_candidates,ckf_delayed_rejected_new_candidates,ckf_support_promoted_new_candidates,ckf_matched_skipped_nonboundary_new_candidates,ckf_matched_exact_skipped_new_candidates,ckf_matched_fallback_skipped_new_candidates,ckf_boundary_existing_supported_candidates,lm_skipped_instance_pairs,lm_skipped_boundary_pairs,lm_delayed_rejected_boundary_pairs,lm_support_promoted_boundary_pairs,lm_matched_skipped_nonboundary_pairs,lm_matched_exact_skipped_pairs,lm_matched_fallback_skipped_pairs
wrpy_lifecycle_v9_precision,r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,145962acaf63b7c3,f0820804438a49f1,runs/lifecycle_v9_noavx_precision_20260515_162554/wrpy_lifecycle_v9_precision_r1,906,0.2958850424559112,0.28580332574848577,0.12470074561026742,0.34126145181864104,0.03315431301581476,0.7580532213285922,909,101940.0,267421.0,7920.0,0,0,0,0,0,5356.0,4838.0,490.0,490.0,51.0,0,0,0
wrpy_lifecycle_v9_precision,r2,external_wrpy_rawrgb_rawdepth_mask,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,145962acaf63b7c3,f0820804438a49f1,runs/lifecycle_v9_noavx_precision_20260515_162554/wrpy_lifecycle_v9_precision_r2,906,0.2958850424559112,0.28580332574848577,0.12470074561026742,0.34126145181864104,0.03315431301581476,0.7580532213285922,909,101940.0,267421.0,7920.0,0,0,0,0,0,5356.0,4838.0,490.0,490.0,51.0,0,0,0
wxyz_lifecycle_v9_precision,r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,f489b4871e5bb1fe,513990f65056a108,runs/lifecycle_v9_noavx_precision_20260515_162554/wxyz_lifecycle_v9_precision_r1,857,0.29715672676837723,0.01697467696221212,0.015438902060590875,0.9770446169242201,0.01202941117943906,0.3784427585115359,859,67940.0,158037.0,6441.0,0,0,0,0,0,3633.0,2889.0,441.0,441.0,48.0,0,0,0
wxyz_lifecycle_v9_precision,r2,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_lifecycle_v9_precision,hybrid_sequential_semantic_only,1,f489b4871e5bb1fe,513990f65056a108,runs/lifecycle_v9_noavx_precision_20260515_162554/wxyz_lifecycle_v9_precision_r2,857,0.29715672676837723,0.01697467696221212,0.015438902060590875,0.9770446169242201,0.01202941117943906,0.3784427585115359,859,67940.0,158037.0,6441.0,0,0,0,0,0,3633.0,2889.0,441.0,441.0,48.0,0,0,0
