segment,start,end,frames,risk_frames,risk_rate,support_low_frames,motion_pressure_frames,keyframe_pressure_frames,boundary_pressure_frames,created_keyframes,path_delta_m,mean_frame_step_m,max_frame_step_m,mean_step_ratio_proxy,max_step_ratio_proxy,mean_static_inlier_count,min_static_inlier_count,mean_static_inlier_grid_coverage,min_static_inlier_grid_coverage,mean_boundary_inlier_frac,max_boundary_inlier_frac,first_risk_frame,last_risk_frame
early,0,149,150,4,0.02666666666666667,70,19,147,4,85,2.335931,0.015572873333333334,0.048985,1.2749759533333334,4.284621,323.94666666666666,153.0,0.05548828,0.024414,0.09072846666666667,0.317857,6,48
target_early,150,299,150,0,0.0,95,28,150,0,122,3.1485940000000006,0.021131,0.079421,1.3283366333333333,7.459672,235.5,88.0,0.045154066666666666,0.020182,0.020531746666666666,0.083333,-1,-1
mid,300,549,250,0,0.0,64,26,203,0,83,3.1867010000000002,0.012917084,0.052254,1.092667776,5.438932,354.752,140.0,0.063774744,0.029297,0.00459656,0.06044,-1,-1
target_late,550,599,50,0,0.0,33,17,50,0,25,1.0137870000000007,0.02078574,0.117626,1.94219994,13.35272,339.2,109.0,0.04602216,0.018555,0.0256866,0.078035,-1,-1
late,600,905,306,0,0.0,75,41,306,0,208,4.775672,0.015626702614379085,0.053731,1.1643370261437909,3.974745,320.73202614379085,117.0,0.059327781045751635,0.024414,0.025161614379084967,0.156028,-1,-1
