match_index,baseline_se3_error_m,probe_se3_error_m,se3_delta_probe_minus_baseline_m,baseline_sim3_error_m,probe_sim3_error_m,sim3_delta_probe_minus_baseline_m
222,0.159631134,0.074214514,-0.085416620,0.018556172,0.026705962,0.008149789
223,0.147162044,0.060775820,-0.086386224,0.014014326,0.024653512,0.010639185
224,0.129989257,0.065557227,-0.064432030,0.015110725,0.018025436,0.002914711
225,0.112424051,0.053266335,-0.059157716,0.022077465,0.020082211,-0.001995254
226,0.100129674,0.033420174,-0.066709500,0.025794813,0.025475476,-0.000319336
227,0.090059767,0.036986845,-0.053072921,0.026408145,0.023351332,-0.003056814
228,0.073452617,0.055609379,-0.017843238,0.025000037,0.016826807,-0.008173231
229,0.057845785,0.069567752,0.011721967,0.028058158,0.013934753,-0.014123405
230,0.050513321,0.059154079,0.008640757,0.022996573,0.019744314,-0.003252259
231,0.036455662,0.064847677,0.028392015,0.017211906,0.007819816,-0.009392090
232,0.027130819,0.058659983,0.031529163,0.018729460,0.009862657,-0.008866802
233,0.017278641,0.053702020,0.036423379,0.026448814,0.015919250,-0.010529563
234,0.005441458,0.104715440,0.099273982,0.020376940,0.029850568,0.009473629
235,0.026189122,0.085561434,0.059372313,0.025071952,0.024483449,-0.000588503
236,0.054999673,0.063754737,0.008755064,0.033101407,0.021350196,-0.011751211
237,0.087607065,0.017808045,-0.069799020,0.037658058,0.010268042,-0.027390016
238,0.122024249,0.020548440,-0.101475809,0.047767443,0.015136685,-0.032630758
239,0.136533995,0.075935930,-0.060598065,0.050612829,0.030986785,-0.019626045
240,0.124207228,0.071744858,-0.052462370,0.045134867,0.028671117,-0.016463751
241,0.117138620,0.071688831,-0.045449789,0.039997696,0.026860184,-0.013137512
242,0.098576271,0.076348754,-0.022227517,0.032441032,0.027771489,-0.004669543
243,0.099273980,0.097491068,-0.001782912,0.031182571,0.035134761,0.003952190
244,0.089181410,0.101561112,0.012379701,0.030965306,0.036483625,0.005518319
245,0.091477337,0.079431628,-0.012045708,0.031506405,0.030554157,-0.000952248
246,0.081798850,0.076785555,-0.005013295,0.027942100,0.029916438,0.001974337
247,0.075562262,0.058547430,-0.017014832,0.025173534,0.024003206,-0.001170328
248,0.086350251,0.066891853,-0.019458398,0.030717280,0.028063747,-0.002653533
249,0.099866593,0.074418976,-0.025447618,0.035249144,0.031905907,-0.003343238
250,0.085468996,0.076718640,-0.008750356,0.030004399,0.032659819,0.002655419
251,0.086848441,0.078208337,-0.008640104,0.031492024,0.032251485,0.000759462
252,0.100214487,0.099243953,-0.000970533,0.039966003,0.048955333,0.008989330
253,0.107394245,0.091362342,-0.016031903,0.038158103,0.038177050,0.000018947
254,0.088330245,0.108521963,0.020191718,0.035186881,0.049744380,0.014557500
255,0.087435392,0.090870578,0.003435186,0.032719918,0.044138682,0.011418765
256,0.093425213,0.100685370,0.007260158,0.033240162,0.045712304,0.012472142
257,0.090950151,0.108793963,0.017843811,0.034542106,0.050088289,0.015546184
258,0.079779946,0.103820307,0.024040361,0.033674530,0.049180384,0.015505854
259,0.085466639,0.093698960,0.008232322,0.035498568,0.047489196,0.011990627
260,0.095246633,0.120078486,0.024831854,0.039544141,0.057263827,0.017719686
261,0.098715105,0.114317017,0.015601912,0.038698227,0.053702856,0.015004629
262,0.094706033,0.109270989,0.014564957,0.035963008,0.053229741,0.017266732
263,0.092724926,0.107105507,0.014380581,0.038200933,0.052588525,0.014387592
264,0.102231553,0.108722831,0.006491278,0.040194828,0.052247873,0.012053045
265,0.087742857,0.092490058,0.004747201,0.036689359,0.047758256,0.011068897
266,0.072225920,0.080321585,0.008095665,0.036068415,0.046170793,0.010102379
267,0.064823939,0.083432248,0.018608309,0.035182198,0.047727701,0.012545503
268,0.065442307,0.060121936,-0.005320371,0.031999410,0.042461714,0.010462304
269,0.056311258,0.068121998,0.011810740,0.034385075,0.045767419,0.011382344
270,0.065437305,0.070389456,0.004952151,0.037181110,0.047279254,0.010098144
271,0.052335667,0.049745188,-0.002590478,0.033000111,0.042625125,0.009625014
272,0.025472819,0.046721667,0.021248848,0.038464173,0.047015834,0.008551661
273,0.020806332,0.038853525,0.018047193,0.036111962,0.045432829,0.009320868
274,0.037694229,0.040671496,0.002977268,0.040705724,0.046679515,0.005973791
275,0.035808797,0.047630246,0.011821450,0.035483063,0.049051192,0.013568129
276,0.035585689,0.047756533,0.012170844,0.037534040,0.048845740,0.011311700
277,0.054634060,0.053648933,-0.000985127,0.043276281,0.051974335,0.008698054
278,0.062554524,0.057646782,-0.004907742,0.045838764,0.052974660,0.007135896
279,0.070824928,0.059952523,-0.010872405,0.048808361,0.054227045,0.005418685
280,0.064321362,0.055970786,-0.008350576,0.050204399,0.053504943,0.003300544
281,0.058250235,0.047635252,-0.010614983,0.051731513,0.051318733,-0.000412780
282,0.061399748,0.043874360,-0.017525388,0.052571889,0.047291070,-0.005280819
283,0.059753839,0.050279197,-0.009474642,0.045370938,0.042766678,-0.002604260
284,0.073368128,0.050550114,-0.022818014,0.048778223,0.055369805,0.006591581
285,0.075214031,0.054162601,-0.021051430,0.043484288,0.050871918,0.007387631
286,0.091971920,0.058063608,-0.033908312,0.036663444,0.047602295,0.010938850
287,0.103432112,0.046125385,-0.057306727,0.032462630,0.052660669,0.020198038
288,0.123785119,0.059911531,-0.063873587,0.028806681,0.041936404,0.013129724
289,0.136229852,0.050325468,-0.085904384,0.031774474,0.053487179,0.021712705
290,0.163965560,0.043588039,-0.120377521,0.032881596,0.052483177,0.019601581
291,0.107490725,0.049259406,-0.058231319,0.045007617,0.059885054,0.014877437
292,0.132244562,0.080903419,-0.051341143,0.045264123,0.057892797,0.012628674
293,0.150462496,0.067240518,-0.083221978,0.041361833,0.045688933,0.004327100
294,0.130453332,0.033320203,-0.097133129,0.046720334,0.064573278,0.017852945
295,0.182479927,0.071209636,-0.111270291,0.054058822,0.061175279,0.007116457
296,0.147471263,0.048372937,-0.099098326,0.048128369,0.061477460,0.013349091
297,0.080423120,0.040626924,-0.039796196,0.073334316,0.070818731,-0.002515585
298,0.074578773,0.065226610,-0.009352163,0.077507148,0.091286849,0.013779701
299,0.058230591,0.038967856,-0.019262735,0.084084287,0.082620647,-0.001463639
300,0.058537179,0.131379398,0.072842220,0.090925408,0.069983067,-0.020942341
301,0.059959235,0.049165390,-0.010793846,0.090467940,0.088950851,-0.001517089
302,0.121127131,0.058112661,-0.063014470,0.059273559,0.093141692,0.033868133
303,0.049160488,0.111610843,0.062450356,0.083542902,0.076645848,-0.006897054
304,0.143834417,0.135984545,-0.007849872,0.060341524,0.077022708,0.016681184
305,0.096968548,0.127675169,0.030706620,0.060494065,0.068492364,0.007998299
306,0.074807425,0.104308356,0.029500931,0.069397238,0.078495175,0.009097938
307,0.228593139,0.109207992,-0.119385147,0.070048416,0.077508517,0.007460101
308,0.271563038,0.077617760,-0.193945278,0.086046743,0.078213499,-0.007833244
309,0.218159755,0.086934211,-0.131225544,0.147546260,0.088498461,-0.059047799
310,0.213171854,0.078301046,-0.134870808,0.143196769,0.088387142,-0.054809626
311,0.216970160,0.077460886,-0.139509275,0.141148812,0.076640879,-0.064507933
312,0.254897689,0.060942703,-0.193954987,0.150500162,0.080785528,-0.069714634
313,0.241692978,0.060517088,-0.181175890,0.149862399,0.088256819,-0.061605580
314,0.224527910,0.112563105,-0.111964806,0.145787505,0.109705748,-0.036081758
315,0.227226398,0.107442850,-0.119783547,0.148289892,0.107556997,-0.040732895
316,0.079879244,0.071138532,-0.008740712,0.098231687,0.095438256,-0.002793430
317,0.053511183,0.094831294,0.041320111,0.089666465,0.099054387,0.009387922
318,0.240663785,0.092835947,-0.147827838,0.148145347,0.097267114,-0.050878233
319,0.093038613,0.087285719,-0.005752894,0.099604172,0.101807354,0.002203182
320,0.041592123,0.082287645,0.040695522,0.087178454,0.095468896,0.008290442
321,0.037399229,0.069718388,0.032319159,0.084651208,0.090133044,0.005481836
322,0.062862745,0.070999679,0.008136934,0.090521426,0.095574148,0.005052722
323,0.057532453,0.078508554,0.020976101,0.091117346,0.096739576,0.005622230
324,0.037396948,0.062487992,0.025091044,0.081748979,0.086123886,0.004374907
325,0.061592455,0.057825910,-0.003766545,0.087435472,0.090036856,0.002601384
326,0.053948381,0.068644971,0.014696590,0.088936572,0.092590126,0.003653553
327,0.038158691,0.071771545,0.033612854,0.085071812,0.088079861,0.003008048
328,0.032254394,0.036036150,0.003781756,0.081455287,0.075327597,-0.006127689
329,0.030264754,0.041524739,0.011259985,0.077665381,0.072035895,-0.005629486
330,0.032697896,0.051234341,0.018536445,0.078253740,0.072900703,-0.005353036
331,0.033588656,0.032968015,-0.000620640,0.082192645,0.074554518,-0.007638127
332,0.032080908,0.053661485,0.021580577,0.079956343,0.079854406,-0.000101937
333,0.034646687,0.068485602,0.033838914,0.077105775,0.079882886,0.002777111
334,0.031254590,0.059792439,0.028537849,0.080759604,0.081494914,0.000735310
335,0.035173295,0.045799693,0.010626397,0.080332114,0.080559842,0.000227728
336,0.030960211,0.062349498,0.031389287,0.079764005,0.081970386,0.002206380
337,0.030649583,0.039564062,0.008914479,0.082189572,0.075643886,-0.006545686
338,0.032149395,0.035265424,0.003116029,0.081873928,0.073678226,-0.008195702
339,0.028983573,0.039601750,0.010618177,0.080024219,0.072724277,-0.007299942
340,0.023635488,0.042256182,0.018620694,0.078908544,0.074170641,-0.004737903
341,0.035496269,0.050541705,0.015045435,0.082590935,0.083247454,0.000656519
342,0.027246576,0.053625457,0.026378881,0.080055920,0.082118092,0.002062172
343,0.029879605,0.065259451,0.035379846,0.079558570,0.083527933,0.003969363
344,0.029850527,0.035414416,0.005563889,0.079184811,0.072517558,-0.006667254
345,0.036308918,0.048020170,0.011711253,0.080153734,0.080398297,0.000244563
346,0.033188993,0.027807994,-0.005381000,0.077679869,0.074143332,-0.003536537
