case,dataset_id,method,profile,protocol_valid,matched_poses,coverage,ate_se3_rmse_m,ate_sim3_rmse_m,sim3_scale,rpet_rmse_m,rper_rmse_deg,estimated_poses,camera_sha16,keyframe_timeline_sha16,run_dir
smoke30_wxyz_lifecycle_v8_precision,backend_maskonly_smoke30_wxyz,d2ma_lifecycle_v8_precision,hybrid_sequential_semantic_only,1,28,0.009708737864077669,0.07314704192021965,0.01241181691346603,0.42333960234810425,0.016422772021866202,0.6140376377912475,30,3b3d05c0b02fe03c,6a540b6ed705238a,/home/lj/dynamic-slam-public/runs/lifecycle_v8_precision_20260515_154535/smoke30_wxyz_lifecycle_v8_precision
wrpy_lifecycle_v8_precision_r1,external_wrpy_rawrgb_rawdepth_mask,d2ma_lifecycle_v8_precision,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.2870877183754502,0.1262600427029078,0.3381783088787829,0.025631202153509017,0.61286481488946,909,0d7ade1f810e97c1,98001e89a1773352,/home/lj/dynamic-slam-public/runs/lifecycle_v8_precision_20260515_154535/wrpy_lifecycle_v8_precision_r1
wrpy_lifecycle_v8_precision_r2,external_wrpy_rawrgb_rawdepth_mask,d2ma_lifecycle_v8_precision,hybrid_sequential_semantic_only,1,906,0.2958850424559112,0.2870877183754502,0.1262600427029078,0.3381783088787829,0.025631202153509017,0.61286481488946,909,0d7ade1f810e97c1,98001e89a1773352,/home/lj/dynamic-slam-public/runs/lifecycle_v8_precision_20260515_154535/wrpy_lifecycle_v8_precision_r2
wxyz_lifecycle_v8_precision_r1,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_lifecycle_v8_precision,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.017354157172642506,0.016108425854107367,0.9789502813859521,0.012043716255045082,0.36780348061846546,859,7bcb15d2851da765,648158d68a05322f,/home/lj/dynamic-slam-public/runs/lifecycle_v8_precision_20260515_154535/wxyz_lifecycle_v8_precision_r1
wxyz_lifecycle_v8_precision_r2,ablation_ei_A_raw_rgb_raw_depth_wxyz,d2ma_lifecycle_v8_precision,hybrid_sequential_semantic_only,1,857,0.29715672676837723,0.017354157172642506,0.016108425854107367,0.9789502813859521,0.012043716255045082,0.36780348061846546,859,7bcb15d2851da765,648158d68a05322f,/home/lj/dynamic-slam-public/runs/lifecycle_v8_precision_20260515_154535/wxyz_lifecycle_v8_precision_r2
